Probe Set ID	UniGene ID.1
413_at	Hs.701987.1
1368_at	Hs.701982.1
1781_at	Hs.701980.1
33275_at	Hs.701980.1
206_at	Hs.701979.1
271_s_at	Hs.701979.1
39397_at	Hs.701977.1
40555_at	Hs.701976.1
41761_at	Hs.701975.1
41762_at	Hs.701975.1
41763_g_at	Hs.701975.1
31574_i_at	Hs.701974.1
31575_f_at	Hs.701974.1
40258_at	Hs.701971.1
594_s_at	Hs.701971.1
34836_at	Hs.701970.1
1034_at	Hs.701968.1
1035_g_at	Hs.701968.1
36801_at	Hs.701947.1
32408_s_at	Hs.701780.1
31581_at	Hs.701521.1
39287_at	Hs.701271.1
40540_at	Hs.701172.1
33658_at	Hs.700925.1
33592_at	Hs.700874.1
41786_at	Hs.700710.1
33801_at	Hs.700708.1
32160_at	Hs.700697.1
37558_at	Hs.700696.1
32573_at	Hs.700688.1
35426_at	Hs.700687.1
33269_at	Hs.700680.1
34812_at	Hs.700669.1
1246_at	Hs.700666.1
1247_g_at	Hs.700666.1
32289_at	Hs.700666.1
33406_at	Hs.700647.1
40903_at	Hs.700634.1
41777_at	Hs.700634.1
32592_at	Hs.700630.1
35831_at	Hs.700629.1
34364_at	Hs.700626.1
34365_at	Hs.700626.1
34366_g_at	Hs.700626.1
39533_at	Hs.700614.1
32739_at	Hs.700611.1
39267_at	Hs.700611.1
37006_at	Hs.700610.1
35648_at	Hs.700600.1
1250_at	Hs.700597.1
2012_s_at	Hs.700597.1
40129_at	Hs.700597.1
35957_at	Hs.700592.1
32527_at	Hs.700589.1
369_s_at	Hs.700585.1
33436_at	Hs.700579.1
37038_at	Hs.700576.1
36668_at	Hs.700572.1
1420_s_at	Hs.700566.1
33069_f_at	Hs.700565.1
35868_at	Hs.700564.1
40533_at	Hs.700219.1
36111_s_at	Hs.700144.1
36112_r_at	Hs.700144.1
32020_at	Hs.700068.1
38801_at	Hs.699980.1
35824_at	Hs.69997.1
35825_s_at	Hs.69997.1
35918_at	Hs.699962.1
35346_at	Hs.699916.1
37823_at	Hs.699804.1
38315_at	Hs.699620.1
36053_at	Hs.699587.1
31498_f_at	Hs.699528.1
31954_f_at	Hs.699528.1
31960_f_at	Hs.699528.1
33671_f_at	Hs.699528.1
33680_f_at	Hs.699528.1
37065_f_at	Hs.699528.1
37445_at	Hs.699516.1
31383_at	Hs.699492.1
39634_at	Hs.699467.1
32550_r_at	Hs.699463.1
35733_at	Hs.699451.1
35734_at	Hs.699451.1
40704_at	Hs.699435.1
35614_at	Hs.699411.1
40128_at	Hs.699408.1
507_s_at	Hs.699401.1
40224_s_at	Hs.699390.1
38828_s_at	Hs.699378.1
38829_r_at	Hs.699378.1
38822_at	Hs.699353.1
38823_s_at	Hs.699353.1
602_s_at	Hs.699352.1
35255_at	Hs.699345.1
32809_at	Hs.699340.1
41283_at	Hs.699337.1
41443_at	Hs.699333.1
37553_at	Hs.699324.1
32554_s_at	Hs.699315.1
38573_at	Hs.699313.1
817_at	Hs.699313.1
32641_at	Hs.699308.1
38421_at	Hs.699306.1
34977_at	Hs.699304.1
34978_g_at	Hs.699304.1
33723_at	Hs.699303.1
40725_at	Hs.699303.1
36102_at	Hs.699301.1
33876_at	Hs.699296.1
37574_at	Hs.699288.1
32104_i_at	Hs.699281.1
32105_f_at	Hs.699281.1
39388_at	Hs.699281.1
650_s_at	Hs.699281.1
33516_at	Hs.699280.1
1714_at	Hs.699276.1
40106_at	Hs.699274.1
39646_at	Hs.699270.1
39647_s_at	Hs.699270.1
41841_at	Hs.699260.1
41842_at	Hs.699260.1
38880_at	Hs.699259.1
35276_at	Hs.699253.1
40936_at	Hs.699247.1
34815_at	Hs.699245.1
34816_at	Hs.699245.1
33806_at	Hs.699236.1
37900_at	Hs.699232.1
37695_at	Hs.699230.1
39343_at	Hs.699226.1
39344_at	Hs.699226.1
41162_at	Hs.699225.1
41742_s_at	Hs.699222.1
41743_i_at	Hs.699222.1
41744_at	Hs.699222.1
32668_at	Hs.699214.1
32174_at	Hs.699203.1
34648_at	Hs.699196.1
34649_at	Hs.699196.1
33131_at	Hs.699195.1
40077_at	Hs.699191.1
40211_at	Hs.699190.1
36606_at	Hs.699184.1
36118_at	Hs.699183.1
484_at	Hs.699183.1
33278_at	Hs.699181.1
33279_s_at	Hs.699181.1
33280_r_at	Hs.699181.1
36601_at	Hs.699180.1
33382_at	Hs.699178.1
160024_at	Hs.699177.1
37710_at	Hs.699175.1
37711_at	Hs.699175.1
37712_g_at	Hs.699175.1
35078_at	Hs.699174.1
40242_at	Hs.699172.1
39328_at	Hs.699171.1
32778_at	Hs.699169.1
32779_s_at	Hs.699169.1
755_at	Hs.699169.1
40858_at	Hs.699167.1
1961_f_at	Hs.699165.1
576_at	Hs.699165.1
36599_at	Hs.699163.1
575_s_at	Hs.699160.1
40084_at	Hs.699156.1
40085_s_at	Hs.699156.1
40125_at	Hs.699155.1
1402_at	Hs.699154.1
2024_s_at	Hs.699154.1
32616_at	Hs.699154.1
35538_at	Hs.699032.1
1335_at	Hs.698330.1
34718_at	Hs.698330.1
35925_at	Hs.6980.1
36612_at	Hs.697990.1
35822_at	Hs.69771.1
31589_at	Hs.697691.1
39560_at	Hs.697635.1
33959_at	Hs.69749.1
40337_at	Hs.69747.1
40336_at	Hs.69745.1
35601_at	Hs.697213.1
34105_f_at	Hs.697115.1
33058_at	Hs.697046.1
1258_s_at	Hs.696757.1
1800_g_at	Hs.696757.1
36648_at	Hs.696637.1
36459_at	Hs.696582.1
801_at	Hs.696573.1
40681_at	Hs.696554.1
39640_at	Hs.696497.1
33581_at	Hs.696468.1
33582_s_at	Hs.696468.1
33583_r_at	Hs.696468.1
41486_at	Hs.696433.1
41487_at	Hs.696433.1
41358_at	Hs.696431.1
40528_at	Hs.696425.1
40529_at	Hs.696425.1
41008_at	Hs.696414.1
33728_at	Hs.696391.1
34262_at	Hs.696382.1
34263_s_at	Hs.696382.1
1669_at	Hs.696364.1
31862_at	Hs.696364.1
31858_at	Hs.696342.1
32176_at	Hs.696339.1
32177_s_at	Hs.696339.1
41259_at	Hs.696283.1
35180_at	Hs.696260.1
37876_at	Hs.696257.1
39303_at	Hs.696242.1
39304_g_at	Hs.696242.1
39305_at	Hs.696242.1
36578_at	Hs.696238.1
34797_at	Hs.696231.1
41723_s_at	Hs.696211.1
39140_at	Hs.696182.1
38717_at	Hs.696176.1
34276_at	Hs.696157.1
40113_at	Hs.696139.1
717_at	Hs.696139.1
35843_at	Hs.696132.1
32445_at	Hs.696131.1
36948_at	Hs.696128.1
33147_at	Hs.696117.1
33148_at	Hs.696117.1
40610_at	Hs.696117.1
40611_s_at	Hs.696117.1
34825_at	Hs.696104.1
353_at	Hs.696097.1
38711_at	Hs.696092.1
33828_at	Hs.696086.1
35306_at	Hs.696074.1
34782_at	Hs.696068.1
32685_at	Hs.696056.1
39150_at	Hs.696036.1
37152_at	Hs.696032.1
41462_at	Hs.696016.1
35466_at	Hs.696014.1
35467_g_at	Hs.696014.1
35468_at	Hs.696014.1
36576_at	Hs.696013.1
33143_s_at	Hs.696009.1
33144_at	Hs.696009.1
40476_s_at	Hs.696000.1
40477_r_at	Hs.696000.1
33429_at	Hs.695999.1
33430_at	Hs.695999.1
236_at	Hs.695994.1
34138_at	Hs.695994.1
34698_at	Hs.695994.1
32521_at	Hs.695991.1
34369_at	Hs.695980.1
34729_at	Hs.695979.1
34730_g_at	Hs.695979.1
41568_at	Hs.695978.1
39415_at	Hs.695973.1
35060_at	Hs.695968.1
35231_at	Hs.695968.1
32697_at	Hs.695965.1
31586_f_at	Hs.695964.1
31946_s_at	Hs.695962.1
31947_r_at	Hs.695962.1
39605_at	Hs.695962.1
37020_at	Hs.695960.1
38992_at	Hs.695957.1
160032_at	Hs.695954.1
35263_at	Hs.695953.1
36698_at	Hs.695952.1
32450_at	Hs.695947.1
2055_s_at	Hs.695946.1
32808_at	Hs.695946.1
38200_at	Hs.695944.1
36585_at	Hs.695943.1
35855_s_at	Hs.695938.1
35856_r_at	Hs.695938.1
35857_at	Hs.695938.1
1519_at	Hs.695937.1
38739_at	Hs.695937.1
38951_at	Hs.695934.1
38952_s_at	Hs.695934.1
31550_at	Hs.695932.1
31682_s_at	Hs.695930.1
38111_at	Hs.695930.1
38112_g_at	Hs.695930.1
1231_at	Hs.695927.1
1675_at	Hs.695926.1
36935_at	Hs.695926.1
275_at	Hs.695925.1
41225_at	Hs.695925.1
41226_at	Hs.695925.1
36641_at	Hs.695918.1
38229_at	Hs.695915.1
32899_s_at	Hs.695914.1
39258_at	Hs.69554.1
39500_s_at	Hs.695168.1
35816_at	Hs.695.1
32955_at	Hs.69499.1
37416_at	Hs.694951.1
33845_at	Hs.694927.1
33386_at	Hs.694881.1
434_at	Hs.694881.1
435_g_at	Hs.694881.1
32261_at	Hs.694847.1
38749_at	Hs.694844.1
34689_at	Hs.694840.1
35172_at	Hs.694819.1
37732_at	Hs.694786.1
35971_at	Hs.694769.1
36632_at	Hs.694769.1
33359_at	Hs.694758.1
32549_at	Hs.694735.1
2061_at	Hs.694732.1
35731_at	Hs.694732.1
40856_at	Hs.694727.1
266_s_at	Hs.694721.1
39968_at	Hs.694719.1
613_at	Hs.694210.1
39534_at	Hs.694070.1
31413_at	Hs.694006.1
1263_at	Hs.694.1
33571_at	Hs.693808.1
33714_at	Hs.693708.1
37312_at	Hs.693696.1
38972_at	Hs.693617.1
36837_at	Hs.69360.1
41465_at	Hs.693585.1
256_s_at	Hs.693373.1
31441_at	Hs.693317.1
34888_at	Hs.69293.1
35686_s_at	Hs.6917.1
35687_at	Hs.6917.1
35688_g_at	Hs.6917.1
36834_at	Hs.6909.1
36833_at	Hs.69089.1
40656_at	Hs.690634.1
39253_s_at	Hs.6906.1
34617_at	Hs.69049.1
39736_at	Hs.690198.1
36832_at	Hs.69009.1
32021_at	Hs.689887.1
35808_at	Hs.6891.1
35809_g_at	Hs.6891.1
1114_at	Hs.68879.1
40333_at	Hs.68879.1
36755_s_at	Hs.68876.1
36756_at	Hs.68876.1
33687_at	Hs.687692.1
35548_at	Hs.687649.1
36831_at	Hs.6874.1
36098_at	Hs.68714.1
36099_at	Hs.68714.1
35803_at	Hs.6838.1
35802_at	Hs.6834.1
36826_at	Hs.68257.1
31374_at	Hs.681402.1
40445_at	Hs.67928.1
31693_f_at	Hs.679229.1
833_at	Hs.679163.1
35799_at	Hs.6790.1
40332_at	Hs.67896.1
36753_at	Hs.67846.1
40331_at	Hs.67726.1
35795_at	Hs.6764.1
31705_at	Hs.676358.1
31471_at	Hs.675818.1
530_at	Hs.675285.1
563_at	Hs.674.1
502_s_at	Hs.67397.1
31422_at	Hs.673852.1
36347_f_at	Hs.673851.1
36348_r_at	Hs.673851.1
34139_at	Hs.673846.1
33955_at	Hs.673.1
34142_at	Hs.671982.1
32348_at	Hs.671981.1
41173_at	Hs.671979.1
33690_at	Hs.671978.1
32325_at	Hs.671977.1
38240_at	Hs.671976.1
32933_r_at	Hs.671964.1
32231_at	Hs.671962.1
32385_at	Hs.671959.1
32926_at	Hs.671957.1
33954_at	Hs.671956.1
31656_at	Hs.671953.1
31654_at	Hs.671950.1
38524_at	Hs.671081.1
33518_f_at	Hs.670781.1
34574_at	Hs.670252.1
31624_at	Hs.669953.1
32346_at	Hs.669948.1
34097_at	Hs.669946.1
31756_at	Hs.669945.1
32872_at	Hs.669938.1
40550_at	Hs.669775.1
36230_at	Hs.669602.1
35506_s_at	Hs.669305.1
31631_f_at	Hs.668806.1
32388_at	Hs.668639.1
34575_f_at	Hs.668021.1
33055_at	Hs.667720.1
36821_at	Hs.66762.1
40328_at	Hs.66744.1
34615_at	Hs.66739.1
35927_r_at	Hs.667388.1
40327_at	Hs.66731.1
34614_at	Hs.66726.1
31392_r_at	Hs.667161.1
37783_at	Hs.667160.1
34958_at	Hs.667158.1
33036_at	Hs.667156.1
32992_at	Hs.667155.1
31379_at	Hs.667154.1
41850_s_at	Hs.66713.1
41851_at	Hs.66713.1
38245_i_at	Hs.667115.1
38246_r_at	Hs.667115.1
35783_at	Hs.66708.1
35784_at	Hs.66708.1
31533_s_at	Hs.666367.1
33587_f_at	Hs.666367.1
31905_at	Hs.666366.1
32994_at	Hs.666357.1
32995_at	Hs.666357.1
32996_g_at	Hs.666357.1
31963_at	Hs.666160.1
32499_at	Hs.66581.1
34070_s_at	Hs.66581.1
33481_at	Hs.665707.1
36419_at	Hs.665705.1
35533_f_at	Hs.665704.1
290_s_at	Hs.66542.1
33947_at	Hs.66542.1
38242_at	Hs.665244.1
36818_at	Hs.6651.1
37119_at	Hs.6651.1
32367_at	Hs.664861.1
33021_at	Hs.664726.1
31411_at	Hs.664724.1
35490_at	Hs.664675.1
35112_at	Hs.664380.1
40809_at	Hs.664148.1
35777_at	Hs.66394.1
33539_at	Hs.6638.1
33015_at	Hs.663788.1
31980_at	Hs.663679.1
31964_at	Hs.663677.1
34132_at	Hs.663229.1
33246_at	Hs.663210.1
32871_at	Hs.662937.1
34682_at	Hs.662784.1
33087_s_at	Hs.662282.1
33088_at	Hs.662282.1
34486_at	Hs.662239.1
31324_at	Hs.662238.1
34150_at	Hs.662231.1
34090_at	Hs.662192.1
34144_at	Hs.662185.1
33602_at	Hs.662006.1
31958_i_at	Hs.661975.1
40325_at	Hs.66196.1
35416_at	Hs.661916.1
35417_at	Hs.661916.1
33556_at	Hs.661891.1
36815_at	Hs.66187.1
33946_at	Hs.66185.1
41825_at	Hs.661757.1
35376_f_at	Hs.661726.1
35775_at	Hs.66170.1
37860_at	Hs.661684.1
37474_at	Hs.661645.1
36752_at	Hs.66163.1
34117_at	Hs.661454.1
31323_r_at	Hs.661429.1
31529_at	Hs.661428.1
31447_at	Hs.661427.1
35021_at	Hs.661426.1
31543_at	Hs.661425.1
41056_at	Hs.661347.1
36367_at	Hs.661308.1
38137_at	Hs.661266.1
34112_r_at	Hs.661229.1
38231_f_at	Hs.661219.1
38232_f_at	Hs.661219.1
378_s_at	Hs.661218.1
35602_at	Hs.661198.1
34631_at	Hs.661127.1
31318_at	Hs.661108.1
36409_f_at	Hs.661107.1
31683_at	Hs.661105.1
31605_at	Hs.661103.1
31312_at	Hs.661102.1
33957_at	Hs.661100.1
31968_at	Hs.661098.1
35478_at	Hs.661094.1
31494_at	Hs.661091.1
31676_at	Hs.660982.1
36396_at	Hs.660870.1
40717_at	Hs.660866.1
33053_at	Hs.660837.1
39487_at	Hs.660836.1
36339_at	Hs.660831.1
33956_at	Hs.660766.1
35550_at	Hs.660708.1
35551_g_at	Hs.660708.1
35552_at	Hs.660708.1
35778_at	Hs.660699.1
629_at	Hs.660665.1
32239_at	Hs.660622.1
1442_at	Hs.660607.1
31436_s_at	Hs.660607.1
31437_r_at	Hs.660607.1
34431_at	Hs.660607.1
33940_at	Hs.660431.1
41039_at	Hs.660298.1
31974_at	Hs.660278.1
35034_at	Hs.660165.1
34947_at	Hs.660143.1
41472_at	Hs.660143.1
31585_at	Hs.660131.1
33575_at	Hs.660130.1
36360_at	Hs.660109.1
39557_at	Hs.660097.1
40321_at	Hs.66.1
40322_at	Hs.66.1
33522_at	Hs.659995.1
34948_at	Hs.659991.1
31767_at	Hs.659985.1
35502_at	Hs.659889.1
31532_at	Hs.659873.1
38868_at	Hs.659872.1
1875_f_at	Hs.659871.1
35859_f_at	Hs.659871.1
35933_f_at	Hs.659871.1
34598_at	Hs.659864.1
31560_at	Hs.659863.1
33094_s_at	Hs.659862.1
33095_i_at	Hs.659862.1
33096_r_at	Hs.659862.1
31309_r_at	Hs.659861.1
36706_at	Hs.659851.1
36707_s_at	Hs.659851.1
34899_at	Hs.659846.1
35375_at	Hs.659558.1
32354_at	Hs.659456.1
37809_at	Hs.659350.1
37810_at	Hs.659350.1
37934_at	Hs.659339.1
35572_f_at	Hs.659321.1
35573_r_at	Hs.659321.1
40349_at	Hs.659311.1
32028_at	Hs.659263.1
39961_at	Hs.659258.1
38929_at	Hs.659146.1
33540_at	Hs.659130.1
31317_r_at	Hs.659030.1
35566_f_at	Hs.659030.1
33538_at	Hs.659011.1
34900_at	Hs.658998.1
36362_at	Hs.658965.1
35574_i_at	Hs.658952.1
35575_f_at	Hs.658952.1
34032_at	Hs.658944.1
41073_at	Hs.658889.1
41074_at	Hs.658889.1
35509_at	Hs.658868.1
34148_at	Hs.658847.1
31909_at	Hs.658760.1
1528_at	Hs.658751.1
32980_f_at	Hs.658713.1
34175_r_at	Hs.658638.1
33976_at	Hs.658573.1
35589_at	Hs.658534.1
35590_s_at	Hs.658534.1
37435_s_at	Hs.658533.1
33185_at	Hs.658489.1
39677_at	Hs.658464.1
1041_at	Hs.658451.1
31398_at	Hs.658439.1
37622_r_at	Hs.658434.1
39243_s_at	Hs.658434.1
40428_i_at	Hs.658317.1
40429_r_at	Hs.658317.1
31408_at	Hs.658310.1
38168_at	Hs.658245.1
37869_at	Hs.658200.1
36718_s_at	Hs.658190.1
36719_r_at	Hs.658190.1
36720_at	Hs.658190.1
41405_at	Hs.658169.1
40952_at	Hs.658149.1
35032_at	Hs.658121.1
32981_at	Hs.658120.1
36288_at	Hs.658118.1
31497_at	Hs.658117.1
35452_at	Hs.658114.1
41630_at	Hs.658042.1
1762_at	Hs.658037.1
38892_at	Hs.658033.1
37431_at	Hs.658013.1
37432_g_at	Hs.658013.1
37433_at	Hs.658013.1
35729_at	Hs.658000.1
37586_at	Hs.657969.1
33042_r_at	Hs.657917.1
32931_at	Hs.657915.1
36428_at	Hs.657897.1
156_s_at	Hs.657862.1
34028_at	Hs.657862.1
31694_at	Hs.657818.1
31695_g_at	Hs.657818.1
2004_at	Hs.657756.1
33009_at	Hs.657756.1
35009_at	Hs.657729.1
33488_at	Hs.657724.1
36507_at	Hs.657701.1
34442_at	Hs.65765.1
34443_at	Hs.65765.1
182_at	Hs.65758.1
37343_at	Hs.65758.1
36751_at	Hs.65756.1
35087_at	Hs.657557.1
35022_at	Hs.657542.1
36803_at	Hs.657515.1
34613_at	Hs.65750.1
31795_at	Hs.657494.1
36750_at	Hs.657441.1
37427_at	Hs.657434.1
37428_at	Hs.657434.1
37429_g_at	Hs.657434.1
32990_at	Hs.657405.1
35193_at	Hs.657385.1
36259_at	Hs.657377.1
41859_at	Hs.657370.1
34079_at	Hs.657350.1
33318_at	Hs.657347.1
41769_at	Hs.657344.1
36896_s_at	Hs.65734.1
35241_at	Hs.657337.1
35188_at	Hs.657318.1
39600_at	Hs.657312.1
34869_at	Hs.657271.1
34870_at	Hs.657271.1
38206_at	Hs.657266.1
40559_at	Hs.657260.1
36256_at	Hs.657246.1
34867_at	Hs.657242.1
35946_at	Hs.657172.1
32478_f_at	Hs.657168.1
36326_at	Hs.657159.1
32442_at	Hs.657091.1
37258_at	Hs.657066.1
36421_at	Hs.657062.1
34171_at	Hs.657032.1
38591_at	Hs.657028.1
38320_s_at	Hs.656980.1
38321_r_at	Hs.656980.1
34140_at	Hs.656938.1
39200_s_at	Hs.656929.1
39201_r_at	Hs.656929.1
40208_at	Hs.656929.1
35421_at	Hs.656905.1
38305_at	Hs.656902.1
38306_at	Hs.656902.1
34766_r_at	Hs.656870.1
32484_at	Hs.656856.1
33836_at	Hs.656853.1
40951_at	Hs.656853.1
33254_at	Hs.656836.1
31642_at	Hs.656823.1
1511_at	Hs.656806.1
35408_i_at	Hs.656794.1
35409_r_at	Hs.656794.1
40601_at	Hs.656790.1
33073_at	Hs.656789.1
33074_g_at	Hs.656789.1
33075_at	Hs.656789.1
34173_s_at	Hs.656783.1
33298_at	Hs.656726.1
33689_s_at	Hs.656723.1
41180_i_at	Hs.656723.1
41181_r_at	Hs.656723.1
34051_at	Hs.656722.1
33031_at	Hs.656706.1
34696_at	Hs.656685.1
32421_at	Hs.656683.1
32273_at	Hs.656681.1
35560_at	Hs.656675.1
35076_at	Hs.656663.1
37457_at	Hs.656653.1
1259_at	Hs.656643.1
39218_at	Hs.656643.1
35633_at	Hs.656638.1
609_f_at	Hs.656629.1
35054_at	Hs.656606.1
35481_at	Hs.656587.1
168_at	Hs.656586.1
38301_at	Hs.656586.1
40401_at	Hs.656582.1
36521_at	Hs.656580.1
153_f_at	Hs.656567.1
35562_at	Hs.656567.1
32882_at	Hs.656544.1
39478_at	Hs.656541.1
39479_g_at	Hs.656541.1
39865_at	Hs.656541.1
1325_at	Hs.656534.1
37280_at	Hs.656534.1
1099_s_at	Hs.656498.1
40971_at	Hs.656492.1
33208_at	Hs.656476.1
41548_at	Hs.656471.1
41549_s_at	Hs.656471.1
35960_at	Hs.656458.1
39439_at	Hs.656457.1
39440_f_at	Hs.656457.1
35872_at	Hs.656437.1
746_at	Hs.656437.1
39642_at	Hs.656436.1
320_at	Hs.656425.1
32453_at	Hs.656404.1
40263_at	Hs.656314.1
40264_g_at	Hs.656314.1
41734_at	Hs.656299.1
41735_at	Hs.656299.1
41736_g_at	Hs.656299.1
41264_at	Hs.656291.1
41265_at	Hs.656291.1
33789_at	Hs.656286.1
34902_at	Hs.656281.1
34987_s_at	Hs.656277.1
33243_at	Hs.656274.1
40615_at	Hs.656271.1
40626_at	Hs.656252.1
32295_at	Hs.656251.1
32940_at	Hs.656243.1
35932_at	Hs.656214.1
37468_at	Hs.656213.1
33797_at	Hs.656208.1
340_at	Hs.656199.1
35964_at	Hs.656199.1
41621_i_at	Hs.656185.1
41622_r_at	Hs.656185.1
39289_at	Hs.656180.1
39720_g_at	Hs.656137.1
32130_at	Hs.656122.1
34521_at	Hs.656069.1
35053_at	Hs.656060.1
33394_at	Hs.656037.1
1584_at	Hs.656.1
1971_g_at	Hs.655995.1
1992_at	Hs.655995.1
31491_s_at	Hs.655983.1
33774_at	Hs.655983.1
33775_s_at	Hs.655983.1
32948_at	Hs.655974.1
1242_at	Hs.655969.1
38996_at	Hs.655969.1
32883_at	Hs.655967.1
39228_at	Hs.655964.1
39229_at	Hs.655964.1
1816_at	Hs.655941.1
34988_at	Hs.655925.1
35620_at	Hs.655909.1
39197_s_at	Hs.655908.1
40177_at	Hs.655908.1
40925_at	Hs.655868.1
1533_at	Hs.655835.1
39941_at	Hs.655835.1
37776_at	Hs.655824.1
34493_at	Hs.655801.1
34952_at	Hs.655792.1
33880_at	Hs.655772.1
33586_at	Hs.655762.1
36249_at	Hs.655761.1
36250_at	Hs.655761.1
32537_at	Hs.655760.1
36368_at	Hs.655759.1
41605_at	Hs.655758.1
38159_at	Hs.655757.1
31799_at	Hs.655756.1
35398_at	Hs.655755.1
38170_at	Hs.655754.1
34938_i_at	Hs.655753.1
34939_r_at	Hs.655753.1
33585_at	Hs.655752.1
36747_at	Hs.655751.1
40653_at	Hs.655739.1
41709_at	Hs.655714.1
32357_at	Hs.655705.1
37819_at	Hs.655702.1
32418_at	Hs.655694.1
32419_at	Hs.655694.1
38195_at	Hs.655688.1
34441_at	Hs.655687.1
36374_at	Hs.655686.1
37155_at	Hs.655684.1
41687_r_at	Hs.655683.1
34532_at	Hs.655681.1
37884_f_at	Hs.655680.1
36381_at	Hs.655678.1
36788_at	Hs.655675.1
35052_r_at	Hs.655674.1
34010_at	Hs.655672.1
32922_at	Hs.655671.1
32954_at	Hs.655671.1
33309_at	Hs.655670.1
33310_at	Hs.655670.1
32540_at	Hs.655661.1
32541_at	Hs.655661.1
37530_s_at	Hs.655654.1
39221_at	Hs.655652.1
35142_at	Hs.655651.1
37514_s_at	Hs.655645.1
37515_at	Hs.655645.1
32219_at	Hs.655640.1
33591_at	Hs.655636.1
36534_at	Hs.655626.1
41616_at	Hs.655623.1
33830_at	Hs.655605.1
34750_r_at	Hs.655536.1
34751_at	Hs.655536.1
37831_at	Hs.655502.1
38146_at	Hs.655499.1
41368_at	Hs.655498.1
32570_at	Hs.655491.1
37322_s_at	Hs.655491.1
37323_r_at	Hs.655491.1
35046_at	Hs.655490.1
38204_at	Hs.655481.1
32156_at	Hs.655455.1
40013_at	Hs.655445.1
1047_s_at	Hs.655432.1
40406_at	Hs.655432.1
39624_at	Hs.655431.1
34454_r_at	Hs.655423.1
33170_at	Hs.655410.1
41669_at	Hs.655407.1
34076_at	Hs.655406.1
34086_at	Hs.655405.1
1191_s_at	Hs.655396.1
32099_at	Hs.655392.1
38769_at	Hs.655388.1
322_at	Hs.655387.1
34479_at	Hs.655387.1
37961_at	Hs.655387.1
1324_at	Hs.655354.1
32158_at	Hs.655354.1
35499_at	Hs.655341.1
36789_f_at	Hs.655338.1
34183_at	Hs.655336.1
31942_at	Hs.655333.1
31943_g_at	Hs.655333.1
31944_at	Hs.655333.1
35380_at	Hs.655331.1
32221_at	Hs.655329.1
1817_at	Hs.655327.1
38239_at	Hs.655324.1
33633_at	Hs.655318.1
33648_at	Hs.655310.1
35885_at	Hs.655309.1
969_s_at	Hs.655309.1
33235_at	Hs.655301.1
1212_at	Hs.655292.1
37974_at	Hs.655288.1
39977_at	Hs.655286.1
39141_at	Hs.655285.1
37284_at	Hs.655281.1
34678_at	Hs.655278.1
32892_at	Hs.655277.1
33325_at	Hs.655277.1
36961_at	Hs.655272.1
38162_at	Hs.655271.1
38163_at	Hs.655271.1
39161_at	Hs.655257.1
41243_at	Hs.655255.1
39252_at	Hs.655250.1
37589_at	Hs.655249.1
33710_at	Hs.655248.1
39245_at	Hs.655248.1
AFFX-M27830_5_at	Hs.655248.1
34279_at	Hs.655246.1
37074_at	Hs.655236.1
37075_at	Hs.655236.1
754_s_at	Hs.655234.1
34623_at	Hs.655233.1
1332_f_at	Hs.655229.1
36784_at	Hs.655225.1
32862_at	Hs.655219.1
873_at	Hs.655218.1
35858_at	Hs.655217.1
40160_at	Hs.655217.1
39494_at	Hs.655216.1
32989_at	Hs.655215.1
1384_at	Hs.655213.1
2045_s_at	Hs.655210.1
40742_at	Hs.655210.1
40099_at	Hs.655209.1
40100_at	Hs.655209.1
40101_g_at	Hs.655209.1
37202_at	Hs.655207.1
40562_at	Hs.655202.1
564_at	Hs.655202.1
31623_f_at	Hs.655199.1
36983_f_at	Hs.655196.1
36984_f_at	Hs.655196.1
41617_at	Hs.655195.1
40902_at	Hs.655189.1
783_at	Hs.655189.1
784_g_at	Hs.655189.1
32089_at	Hs.655170.1
37610_at	Hs.655165.1
37473_at	Hs.655160.1
601_s_at	Hs.655160.1
31372_at	Hs.655152.1
32920_at	Hs.655151.1
38857_r_at	Hs.655150.1
39295_s_at	Hs.655143.1
31833_at	Hs.655131.1
39631_at	Hs.655130.1
38211_at	Hs.655108.1
35770_at	Hs.6551.1
34128_at	Hs.655094.1
36121_at	Hs.655086.1
33961_at	Hs.655073.1
36920_at	Hs.655056.1
35205_at	Hs.655043.1
40330_at	Hs.655033.1
38639_at	Hs.655020.1
39204_at	Hs.655016.1
41840_r_at	Hs.655016.1
35756_at	Hs.655012.1
36743_at	Hs.655011.1
31991_at	Hs.655006.1
35531_at	Hs.655000.1
41808_at	Hs.654981.1
35910_f_at	Hs.654979.1
35911_r_at	Hs.654979.1
40669_at	Hs.654978.1
809_at	Hs.654978.1
40938_at	Hs.654972.1
40939_at	Hs.654972.1
41791_at	Hs.654964.1
41628_at	Hs.654961.1
1486_at	Hs.654952.1
38055_at	Hs.654952.1
34879_at	Hs.654951.1
36054_at	Hs.654939.1
36056_g_at	Hs.654939.1
33753_at	Hs.654934.1
31848_at	Hs.654933.1
41364_r_at	Hs.654921.1
549_at	Hs.654907.1
40217_s_at	Hs.654899.1
40218_at	Hs.654899.1
38005_at	Hs.654897.1
31652_at	Hs.654876.1
39698_at	Hs.654864.1
35945_at	Hs.654862.1
32733_at	Hs.654858.1
32762_i_at	Hs.654849.1
35262_at	Hs.654848.1
35485_at	Hs.654847.1
40984_at	Hs.654843.1
40985_g_at	Hs.654843.1
40986_s_at	Hs.654843.1
33906_at	Hs.654840.1
