Probe Set ID	UniGene ID.1
39275_at	Hs.476358.1
39276_g_at	Hs.476358.1
37674_at	Hs.476308.1
38476_at	Hs.476291.1
35237_at	Hs.47629.1
36844_at	Hs.476284.1
37811_at	Hs.476273.1
39601_at	Hs.476270.1
32123_at	Hs.476218.1
31979_at	Hs.476217.1
33783_at	Hs.476209.1
40810_at	Hs.476179.1
452_at	Hs.476179.1
36569_at	Hs.476092.1
37718_at	Hs.476052.1
481_at	Hs.476052.1
40777_at	Hs.476018.1
39136_at	Hs.475970.1
40196_at	Hs.475963.1
40197_at	Hs.475963.1
36525_at	Hs.475872.1
1581_s_at	Hs.475733.1
36571_at	Hs.475733.1
36110_at	Hs.475663.1
600_at	Hs.475663.1
37531_at	Hs.475629.1
34962_at	Hs.475602.1
1873_at	Hs.475538.1
35647_at	Hs.475538.1
41812_s_at	Hs.475525.1
41813_at	Hs.475525.1
36954_at	Hs.475401.1
31788_at	Hs.475208.1
34408_at	Hs.47517.1
39135_at	Hs.475150.1
39685_at	Hs.475125.1
39686_g_at	Hs.475125.1
39687_at	Hs.475125.1
34971_at	Hs.475110.1
40564_at	Hs.475103.1
37965_at	Hs.475074.1
37966_at	Hs.475074.1
2011_s_at	Hs.475055.1
33793_at	Hs.475018.1
33794_g_at	Hs.475018.1
33795_at	Hs.475018.1
39286_at	Hs.474978.1
36549_at	Hs.474938.1
33366_at	Hs.474914.1
38019_at	Hs.474833.1
1365_at	Hs.474787.1
36123_at	Hs.474783.1
38893_at	Hs.474781.1
38894_g_at	Hs.474781.1
38895_i_at	Hs.474781.1
39738_at	Hs.474751.1
39134_at	Hs.474705.1
34829_at	Hs.4747.1
41346_at	Hs.474667.1
38617_at	Hs.474596.1
38618_at	Hs.474596.1
35739_at	Hs.474536.1
34837_at	Hs.474384.1
31825_at	Hs.474270.1
37458_at	Hs.474217.1
811_at	Hs.474213.1
32706_at	Hs.474206.1
34702_f_at	Hs.474116.1
32097_at	Hs.474069.1
38722_at	Hs.474053.1
41350_at	Hs.474053.1
41351_at	Hs.474053.1
39868_at	Hs.474049.1
38748_at	Hs.474018.1
39003_at	Hs.474010.1
38738_at	Hs.474005.1
33709_at	Hs.473927.1
32107_at	Hs.473894.1
36039_s_at	Hs.473847.1
36040_at	Hs.473847.1
36088_at	Hs.473838.1
36383_at	Hs.473819.1
913_at	Hs.473819.1
914_g_at	Hs.473819.1
38710_at	Hs.473788.1
40507_at	Hs.473721.1
39976_at	Hs.47367.1
38384_at	Hs.473648.1
41692_at	Hs.473632.1
33704_at	Hs.473611.1
32340_s_at	Hs.473583.1
32363_at	Hs.47357.1
37245_at	Hs.473470.1
38557_at	Hs.473450.1
32568_at	Hs.473420.1
37218_at	Hs.473420.1
38584_at	Hs.47338.1
32187_at	Hs.473317.1
40076_at	Hs.473296.1
41610_at	Hs.473256.1
40102_at	Hs.473254.1
1483_at	Hs.473231.1
38515_at	Hs.473163.1
40303_at	Hs.473152.1
33327_at	Hs.473109.1
32441_at	Hs.473087.1
35226_at	Hs.472877.1
35115_at	Hs.472861.1
35149_at	Hs.472860.1
35150_at	Hs.472860.1
36294_at	Hs.472838.1
35266_at	Hs.472651.1
35267_g_at	Hs.472651.1
40514_at	Hs.472558.1
35044_i_at	Hs.472497.1
33456_at	Hs.472437.1
41150_r_at	Hs.472409.1
1783_at	Hs.472270.1
36550_at	Hs.472270.1
41702_r_at	Hs.472227.1
37254_at	Hs.472221.1
33211_at	Hs.472213.1
33212_at	Hs.472213.1
33213_g_at	Hs.472213.1
900_at	Hs.472101.1
901_g_at	Hs.472101.1
41343_at	Hs.472027.1
36159_s_at	Hs.472010.1
38945_at	Hs.471991.1
880_at	Hs.471933.1
36974_at	Hs.471917.1
951_at	Hs.471917.1
1136_at	Hs.471873.1
31504_at	Hs.471851.1
37560_at	Hs.471834.1
39471_at	Hs.471818.1
35668_at	Hs.471783.1
41320_s_at	Hs.471779.1
34288_at	Hs.471751.1
39044_s_at	Hs.471675.1
41049_at	Hs.471508.1
850_r_at	Hs.471508.1
851_s_at	Hs.471508.1
872_i_at	Hs.471508.1
33881_at	Hs.471461 /// Hs.655772.1
1310_at	Hs.471441.1
31842_at	Hs.471401.1
37523_at	Hs.471277.1
34216_at	Hs.471221.1
34217_at	Hs.471221.1
38395_at	Hs.471207.1
33853_s_at	Hs.471200.1
41304_at	Hs.471200.1
1040_s_at	Hs.471156.1
134_at	Hs.471156.1
135_g_at	Hs.471156.1
36448_at	Hs.471156.1
38638_at	Hs.471144 /// Hs.656028.1
39998_at	Hs.471119.1
32166_at	Hs.471014.1
40788_at	Hs.470907.1
40789_at	Hs.470907.1
41419_at	Hs.470887.1
34995_at	Hs.470882.1
34850_at	Hs.470804.1
35642_at	Hs.470728.1
41011_i_at	Hs.470646.1
41012_r_at	Hs.470646.1
36386_at	Hs.470633.1
1266_s_at	Hs.470627.1
2059_s_at	Hs.470627.1
33238_at	Hs.470627.1
34828_at	Hs.47062.1
34827_at	Hs.47061.1
33256_at	Hs.470608.1
35787_at	Hs.470601.1
35443_at	Hs.470588.1
40275_at	Hs.470588.1
37385_at	Hs.470544.1
1241_at	Hs.470477.1
41755_at	Hs.470457.1
31671_at	Hs.470412.1
31672_g_at	Hs.470412.1
33867_s_at	Hs.470412.1
881_at	Hs.470399.1
37915_at	Hs.470369.1
39764_at	Hs.470316.1
35162_s_at	Hs.470174.1
38492_at	Hs.470126.1
38493_at	Hs.470126.1
40670_at	Hs.470126.1
40671_g_at	Hs.470126.1
40672_at	Hs.470126.1
36991_at	Hs.469970.1
39525_at	Hs.469944.1
41252_s_at	Hs.469944.1
41253_s_at	Hs.469944.1
36524_at	Hs.469935.1
1885_at	Hs.469872.1
39838_at	Hs.469840.1
228_at	Hs.469820.1
32776_at	Hs.469820.1
1459_at	Hs.469809.1
1460_g_at	Hs.469809.1
38641_at	Hs.469798.1
121_at	Hs.469728.1
36869_at	Hs.469728.1
1196_at	Hs.469723.1
37927_at	Hs.469723.1
36295_at	Hs.469694.1
31611_s_at	Hs.469658.1
33047_at	Hs.469658.1
41081_at	Hs.469649.1
38033_at	Hs.469615.1
36377_at	Hs.469521.1
33676_at	Hs.469473.1
39512_s_at	Hs.469386.1
39513_r_at	Hs.469386.1
39514_s_at	Hs.469386.1
36971_at	Hs.469376.1
41295_at	Hs.469331.1
37159_at	Hs.469280.1
38036_at	Hs.469264.1
40140_at	Hs.469199.1
40829_at	Hs.469154.1
32681_at	Hs.469116.1
39845_at	Hs.469045.1
40074_at	Hs.469030.1
37335_at	Hs.469022.1
39391_at	Hs.469018.1
35504_at	Hs.468972.1
35505_at	Hs.468972.1
1774_at	Hs.468908.1
34543_at	Hs.468908.1
39456_at	Hs.468878.1
39463_at	Hs.468878.1
40572_at	Hs.468878.1
40628_at	Hs.468878.1
37328_at	Hs.468840.1
34269_at	Hs.468688.1
31617_at	Hs.468675.1
41870_at	Hs.468675.1
41871_at	Hs.468675.1
32293_at	Hs.468490.1
32294_g_at	Hs.468490.1
31702_at	Hs.468478.1
32669_at	Hs.468426.1
776_at	Hs.468415.1
38092_at	Hs.468410.1
38230_at	Hs.468410.1
37871_at	Hs.46835.1
34915_at	Hs.468274.1
40760_at	Hs.468226.1
33433_at	Hs.468140.1
41843_r_at	Hs.468099.1
41844_at	Hs.468099.1
35171_at	Hs.468091.1
34457_at	Hs.467981.1
38154_at	Hs.467866.1
40307_at	Hs.467862.1
40308_at	Hs.467862.1
35359_at	Hs.467824.1
39019_at	Hs.467807.1
35143_at	Hs.467769.1
31896_at	Hs.467759.1
38098_at	Hs.467740.1
38875_r_at	Hs.467733.1
1081_at	Hs.467701.1
36203_at	Hs.467701.1
1195_s_at	Hs.467662.1
40843_at	Hs.467662.1
35928_at	Hs.467554.1
33425_at	Hs.467408.1
41477_at	Hs.467338.1
35464_at	Hs.467304.1
180_at	Hs.467279.1
181_g_at	Hs.467279.1
40867_at	Hs.467192.1
922_at	Hs.467192.1
31341_at	Hs.467146.1
40875_s_at	Hs.467097.1
33907_at	Hs.467084.1
1700_at	Hs.467020.1
36031_at	Hs.46700.1
38269_at	Hs.466987.1
36529_at	Hs.466929.1
36530_g_at	Hs.466929.1
36531_r_at	Hs.466929.1
36005_at	Hs.466917.1
1117_at	Hs.466910.1
189_s_at	Hs.466871.1
41169_at	Hs.466871.1
35800_at	Hs.466831.1
632_at	Hs.466828.1
1582_at	Hs.466814.1
31442_at	Hs.466814.1
37017_at	Hs.466804.1
614_at	Hs.466804.1
40842_at	Hs.466775.1
33137_at	Hs.466766.1
36278_at	Hs.466743.1
31866_at	Hs.466714.1
37990_at	Hs.466664.1
36095_at	Hs.466539.1
38324_at	Hs.466507.1
39122_at	Hs.466471.1
38011_at	Hs.466391.1
33223_at	Hs.466184.1
1218_at	Hs.466148.1
41310_f_at	Hs.466148.1
41311_f_at	Hs.466148.1
41312_r_at	Hs.466148.1
175_s_at	Hs.466044.1
35625_at	Hs.466039.1
40439_at	Hs.465985.1
34203_at	Hs.465929.1
35751_at	Hs.465924.1
32751_at	Hs.465885.1
40845_at	Hs.465885.1
40846_g_at	Hs.465885.1
35322_at	Hs.465870.1
40209_at	Hs.465862.1
40421_at	Hs.465849.1
35132_at	Hs.465818.1
37717_at	Hs.465808.1
41664_at	Hs.465784.1
31765_at	Hs.46578.1
31766_s_at	Hs.46578.1
34959_at	Hs.465778.1
34960_g_at	Hs.465778.1
36537_at	Hs.465761.1
1572_s_at	Hs.465744.1
33162_at	Hs.465744.1
35047_at	Hs.465709.1
38969_at	Hs.465645.1
1131_at	Hs.465627.1
32519_at	Hs.465627.1
38550_at	Hs.465607.1
35005_at	Hs.465558.1
35154_at	Hs.465543.1
35155_at	Hs.465543.1
33748_at	Hs.465521.1
32264_at	Hs.465511.1
34771_at	Hs.465506.1
33631_at	Hs.465498.1
33632_g_at	Hs.465498.1
35979_at	Hs.465490.1
38273_at	Hs.465475.1
38458_at	Hs.465413.1
38459_g_at	Hs.465413.1
38460_at	Hs.465413.1
35719_at	Hs.465337.1
34734_at	Hs.465295.1
41241_at	Hs.465224.1
33914_r_at	Hs.465221.1
41430_at	Hs.465213.1
37337_at	Hs.465167.1
1857_at	Hs.465087.1
32942_at	Hs.465025.1
31450_s_at	Hs.464985.1
35665_at	Hs.464971.1
2053_at	Hs.464829.1
2054_g_at	Hs.464829.1
37047_at	Hs.464779.1
980_at	Hs.464779.1
37949_at	Hs.464734.1
33553_r_at	Hs.46468.1
458_at	Hs.46468.1
40289_at	Hs.464622.1
34371_at	Hs.464595.1
35116_at	Hs.464585.1
35208_at	Hs.464585.1
31359_at	Hs.464572.1
34893_at	Hs.464572.1
39972_at	Hs.46453.1
36329_at	Hs.46452.1
41187_at	Hs.464472.1
35137_at	Hs.464469.1
39971_at	Hs.46446.1
36982_at	Hs.464416.1
32389_at	Hs.464404.1
33552_at	Hs.46440.1
39398_s_at	Hs.464391.1
39399_at	Hs.464391.1
691_g_at	Hs.464336.1
710_at	Hs.464336.1
39969_at	Hs.46423.1
34885_at	Hs.464210.1
36207_at	Hs.464184.1
40459_at	Hs.464137.1
40460_s_at	Hs.464137.1
36963_at	Hs.464071.1
1543_at	Hs.463978.1
2014_s_at	Hs.463978.1
33193_at	Hs.463964.1
34701_at	Hs.463928.1
33217_at	Hs.463759.1
39171_at	Hs.463759.1
2037_s_at	Hs.463642.1
238_at	Hs.463642.1
37946_at	Hs.463642.1
34066_at	Hs.463511.1
37698_at	Hs.463506.1
37565_at	Hs.463483.1
1521_at	Hs.463456.1
1985_s_at	Hs.463456.1
39073_at	Hs.463456.1
39419_at	Hs.463439.1
36427_at	Hs.463426.1
1930_at	Hs.463421.1
38261_at	Hs.463421.1
38609_at	Hs.463412.1
39423_f_at	Hs.463382.1
35878_at	Hs.463375.1
32420_at	Hs.46332.1
31421_at	Hs.463300.1
40062_s_at	Hs.463300.1
40591_at	Hs.463295.1
38619_at	Hs.463278.1
38620_at	Hs.463278.1
33546_at	Hs.46320.1
38668_at	Hs.463129.1
744_at	Hs.463105.1
39326_at	Hs.463074.1
289_at	Hs.463059.1
39708_at	Hs.463059.1
38628_at	Hs.463045.1
32253_at	Hs.463041.1
1737_s_at	Hs.462998.1
39781_at	Hs.462998.1
34289_f_at	Hs.462983.1
34290_f_at	Hs.462983.1
41578_at	Hs.46296.1
36325_at	Hs.46275.1
40957_at	Hs.462732.1
35413_s_at	Hs.462693.1
36840_at	Hs.462640.1
36940_at	Hs.462590.1
1210_s_at	Hs.462529.1
1331_s_at	Hs.462529.1
41189_at	Hs.462529.1
41190_at	Hs.462529.1
39866_at	Hs.462492.1
37511_at	Hs.462445.1
34533_at	Hs.462379.1
37153_at	Hs.462348.1
38730_at	Hs.462341.1
38731_at	Hs.462341.1
37224_at	Hs.462278.1
33387_at	Hs.462214.1
1423_at	Hs.462035.1
37662_at	Hs.462035.1
37617_at	Hs.461988.1
40983_s_at	Hs.461954.1
1382_at	Hs.461925.1
38481_at	Hs.461925.1
39815_at	Hs.461787.1
39816_g_at	Hs.461787.1
36970_at	Hs.461647.1
39995_s_at	Hs.461453.1
35767_at	Hs.461379.1
38664_at	Hs.461361.1
38665_at	Hs.461361.1
35274_at	Hs.461253.1
40097_at	Hs.461178.1
34339_at	Hs.461131.1
34340_at	Hs.461131.1
40589_at	Hs.461117.1
2082_s_at	Hs.461086.1
977_s_at	Hs.461086.1
160031_at	Hs.461074.1
1729_at	Hs.460996.1
33166_at	Hs.460996.1
41175_at	Hs.460988.1
35364_at	Hs.460978.1
32283_at	Hs.460960.1
39450_s_at	Hs.460960.1
39451_i_at	Hs.460960.1
40592_at	Hs.460960.1
40814_at	Hs.460960.1
40815_g_at	Hs.460960.1
41727_at	Hs.460923.1
32406_at	Hs.460807.1
37426_at	Hs.460789.1
40680_at	Hs.460725.1
34544_at	Hs.460645.1
34817_s_at	Hs.460499.1
41565_at	Hs.460499.1
35830_at	Hs.460468.1
36279_at	Hs.460459.1
33545_at	Hs.46038.1
1217_g_at	Hs.460355.1
1336_s_at	Hs.460355.1
160029_at	Hs.460355.1
37301_at	Hs.460355.1
40277_at	Hs.460336.1
40278_at	Hs.460336.1
40083_at	Hs.460317.1
32805_at	Hs.460260.1
40617_at	Hs.460232.1
40868_at	Hs.460232.1
32956_at	Hs.460217.1
32957_g_at	Hs.460217.1
32958_at	Hs.460217.1
40238_at	Hs.460217.1
40239_g_at	Hs.460217.1
981_at	Hs.460184.1
32636_f_at	Hs.460179.1
32637_r_at	Hs.460179.1
32638_s_at	Hs.460179.1
32582_at	Hs.460109.1
37407_s_at	Hs.460109.1
767_at	Hs.460109.1
773_at	Hs.460109.1
774_g_at	Hs.460109.1
35742_at	Hs.460095.1
34967_at	Hs.460078.1
39819_at	Hs.460078.1
39247_at	Hs.460057.1
287_at	Hs.460.1
37024_at	Hs.459940.1
37025_at	Hs.459940.1
38589_i_at	Hs.459927.1
38590_r_at	Hs.459927.1
40000_f_at	Hs.459790.1
40001_r_at	Hs.459790.1
40002_r_at	Hs.459790.1
36541_at	Hs.459779.1
33831_at	Hs.459759.1
34894_r_at	Hs.459709.1
32029_at	Hs.459691.1
38069_at	Hs.459649.1
37529_at	Hs.459642.1
39316_at	Hs.459630.1
37768_at	Hs.459596.1
36686_at	Hs.459538.1
33224_at	Hs.459379.1
33225_at	Hs.459379.1
39891_at	Hs.459311.1
33304_at	Hs.459265.1
554_at	Hs.459211.1
35037_at	Hs.459187.1
34505_at	Hs.459183.1
38856_at	Hs.459162.1
40313_at	Hs.459153.1
1959_at	Hs.459106.1
33367_s_at	Hs.459106.1
33368_at	Hs.459106.1
1056_s_at	Hs.459095.1
40599_at	Hs.459095.1
36070_at	Hs.459088.1
35352_at	Hs.459070.1
39064_at	Hs.459049.1
39217_at	Hs.459035.1
31368_at	Hs.458986.1
39480_s_at	Hs.458986.1
40937_at	Hs.458986.1
37034_at	Hs.458747.1
32512_at	Hs.458657.1
32513_at	Hs.458657.1
35156_at	Hs.458644.1
1761_at	Hs.458573.1
40073_at	Hs.458487.1
1107_s_at	Hs.458485.1
38432_at	Hs.458485.1
34500_at	Hs.458482.1
32672_at	Hs.458447.1
41115_s_at	Hs.458427.1
37572_at	Hs.458426.1
40326_at	Hs.458423.1
411_i_at	Hs.458414.1
676_g_at	Hs.458414.1
31393_r_at	Hs.458406.1
36565_at	Hs.458365.1
37193_at	Hs.458360.1
35553_at	Hs.458358.1
40496_at	Hs.458355.1
31495_at	Hs.458346.1
565_at	Hs.458345.1
40877_s_at	Hs.458334.1
37741_at	Hs.458332.1
758_at	Hs.458324.1
38989_at	Hs.458320.1
40254_s_at	Hs.458313.1
40255_at	Hs.458313.1
35518_at	Hs.458309.1
38128_at	Hs.458287.1
38276_at	Hs.458276.1
33284_at	Hs.458272.1
41577_at	Hs.45719.1
36322_at	Hs.457.1
39567_at	Hs.455323.1
39568_g_at	Hs.455323.1
39112_at	Hs.454534.1
31620_at	Hs.454480.1
209_at	Hs.453951.1
32719_at	Hs.453951.1
39967_at	Hs.45231.1
39966_at	Hs.45127.1
36724_s_at	Hs.450802.1
1586_at	Hs.450230.1
37319_at	Hs.450230.1
32707_at	Hs.450175.1
32708_g_at	Hs.450175.1
39965_at	Hs.45002.1
41868_at	Hs.450000.1
31439_f_at	Hs.449968.1
31930_f_at	Hs.449968.1
31931_f_at	Hs.449968.1
37165_f_at	Hs.449968.1
35069_at	Hs.449964.1
33290_at	Hs.449942.1
39947_at	Hs.449913.1
778_s_at	Hs.449840.1
35570_at	Hs.449738.1
31525_s_at	Hs.449630.1
34007_at	Hs.449625.1
37383_f_at	Hs.449621.1
38193_at	Hs.449621.1
31460_f_at	Hs.449599.1
35530_f_at	Hs.449599.1
33273_f_at	Hs.449585.1
33274_f_at	Hs.449585.1
107_at	Hs.449517.1
1105_s_at	Hs.449416.1
32794_g_at	Hs.449416.1
41595_at	Hs.449296.1
41147_at	Hs.449291.1
33866_at	Hs.449194.1
31697_s_at	Hs.449153.1
40222_s_at	Hs.449098.1
40223_r_at	Hs.449098.1
37555_at	Hs.449076.1
32390_at	Hs.448988.1
32391_g_at	Hs.448988.1
38208_at	Hs.448979.1
41330_s_at	Hs.448972.1
41331_at	Hs.448972.1
37131_at	Hs.448942.1
1613_s_at	Hs.448851.1
1614_s_at	Hs.448851.1
31526_f_at	Hs.448851.1
33043_at	Hs.448851.1
34677_f_at	Hs.448851.1
38991_at	Hs.448833.1
40374_at	Hs.448589.1
38169_s_at	Hs.448520.1
40236_at	Hs.448520.1
33798_at	Hs.448342.1
31538_at	Hs.448226.1
40783_s_at	Hs.448225.1
31663_at	Hs.448059.1
2074_at	Hs.447968.1
32386_at	Hs.447814.1
39964_at	Hs.44766.1
37382_at	Hs.447562.1
33191_at	Hs.447458.1
33192_g_at	Hs.447458.1
39963_at	Hs.44720.1
41575_at	Hs.44690.1
41576_at	Hs.44690.1
36625_at	Hs.446685.1
34313_at	Hs.446678.1
1706_at	Hs.446641.1
1707_g_at	Hs.446641.1
34643_at	Hs.446628.1
36494_at	Hs.446620.1
33619_at	Hs.446588.1
31481_s_at	Hs.446574.1
32012_at	Hs.446559.1
36486_at	Hs.446559.1
40557_at	Hs.446529.1
40558_at	Hs.446529.1
31907_at	Hs.446522.1
36235_at	Hs.446484.1
41270_at	Hs.446459.1
35326_at	Hs.446445.1
216_at	Hs.446429.1
38406_f_at	Hs.446429.1
38407_r_at	Hs.446429.1
1315_at	Hs.446427.1
37889_at	Hs.446414.1
37890_at	Hs.446414.1
36921_at	Hs.446392.1
34184_at	Hs.446376.1
35963_at	Hs.446374.1
1802_s_at	Hs.446352.1
1901_s_at	Hs.446352.1
33218_at	Hs.446352.1
37113_at	Hs.446350.1
38644_at	Hs.446336.1
32036_i_at	Hs.446320.1
32037_r_at	Hs.446320.1
33062_at	Hs.446309.1
36122_at	Hs.446260.1
36957_at	Hs.446240.1
37115_at	Hs.446240.1
37116_at	Hs.446240.1
842_at	Hs.446240.1
33819_at	Hs.446149.1
41100_at	Hs.446146.1
41635_at	Hs.446091.1
1256_at	Hs.446083.1
33910_at	Hs.446083.1
33911_at	Hs.446083.1
34876_at	Hs.446079.1
37260_at	Hs.446050.1
37261_g_at	Hs.446050.1
37262_at	Hs.446050.1
40928_at	Hs.446017.1
40929_at	Hs.446017.1
946_at	Hs.445999.1
36188_at	Hs.445977.1
39346_at	Hs.445893.1
34247_at	Hs.445857.1
38420_at	Hs.445827.1
1386_at	Hs.445775.1
1044_s_at	Hs.445758.1
1639_s_at	Hs.445758.1
41275_at	Hs.445758.1
36874_at	Hs.445757.1
1253_at	Hs.445733.1
40645_at	Hs.445733.1
37003_at	Hs.445570.1
31394_at	Hs.445555.1
36829_at	Hs.445534.1
32834_r_at	Hs.445511.1
32835_at	Hs.445511.1
36748_at	Hs.445503.1
40573_s_at	Hs.445496.1
40574_at	Hs.445496.1
33104_at	Hs.445489.1
33105_at	Hs.445489.1
33092_at	Hs.445466.1
40827_at	Hs.445403.1
1223_at	Hs.445402.1
35242_at	Hs.445402.1
35243_at	Hs.445402.1
33229_at	Hs.445387.1
865_at	Hs.445387.1
39393_r_at	Hs.445358.1
33412_at	Hs.445351.1
40665_at	Hs.445350.1
39959_at	Hs.44532.1
37882_at	Hs.445272.1
34555_at	Hs.445245.1
276_at	Hs.445203.1
39118_at	Hs.445203.1
37813_at	Hs.445168.1
37814_g_at	Hs.445168.1
37815_at	Hs.445168.1
35321_at	Hs.445078.1
830_at	Hs.445061.1
2003_s_at	Hs.445052.1
37532_at	Hs.445040.1
32215_i_at	Hs.445030.1
32216_r_at	Hs.445030.1
31711_at	Hs.445015.1
32686_at	Hs.445000.1
32687_s_at	Hs.445000.1
32688_at	Hs.445000.1
32689_s_at	Hs.445000.1
32690_s_at	Hs.445000.1
32691_s_at	Hs.445000.1
32692_at	Hs.445000.1
39616_at	Hs.445000.1
36943_r_at	Hs.444975.1
36944_f_at	Hs.444975.1
38348_at	Hs.444959.1
33199_at	Hs.444957.1
39469_s_at	Hs.444957.1
35597_at	Hs.444947.1
38267_at	Hs.444915.1
38268_at	Hs.444915.1
39943_at	Hs.444870.1
31577_at	Hs.444842.1
34018_at	Hs.444842.1
39562_at	Hs.444818.1
36841_at	Hs.444776.1
32079_at	Hs.444767.1
32027_at	Hs.444751.1
39856_at	Hs.444749.1
40891_f_at	Hs.444619.1
40892_s_at	Hs.444619.1
41732_at	Hs.444600.1
41733_at	Hs.444600.1
31786_at	Hs.444558.1
34504_at	Hs.444488.1
34385_at	Hs.444472.1
41413_at	Hs.444441.1
41543_at	Hs.444414.1
34925_at	Hs.444403.1
41137_at	Hs.444403.1
39957_at	Hs.44439.1
39958_at	Hs.44439.1
33788_at	Hs.444389.1
41195_at	Hs.444362.1
40909_at	Hs.444360.1
1565_s_at	Hs.444356.1
33855_at	Hs.444356.1
38984_at	Hs.444349.1
32810_at	Hs.444319.1
33980_at	Hs.444304.1
36318_at	Hs.44424.1
365_at	Hs.444230.1
31843_at	Hs.444225.1
38364_at	Hs.444213.1
40692_at	Hs.444213.1
34281_at	Hs.444212.1
41698_at	Hs.444202.1
41091_at	Hs.444200.1
34507_s_at	Hs.444179.1
34508_r_at	Hs.444179.1
40117_at	Hs.444118.1
37305_at	Hs.444082.1
37045_at	Hs.444024.1
41183_at	Hs.44402.1
35206_at	Hs.443976.1
31935_s_at	Hs.443960.1
36620_at	Hs.443914.1
33221_at	Hs.443881.1
34191_at	Hs.443875.1
39599_at	Hs.443874.1
1031_at	Hs.443861.1
39431_at	Hs.443837.1
34361_at	Hs.443752.1
31662_at	Hs.443750.1
35779_at	Hs.443750.1
35388_at	Hs.443727.1
39786_at	Hs.443723.1
38422_s_at	Hs.443687.1
37540_at	Hs.443683.1
41366_at	Hs.443673.1
39713_at	Hs.443650.1
32488_at	Hs.443625.1
35402_at	Hs.443577.1
39426_at	Hs.443465.1
41711_at	Hs.443430.1
39833_at	Hs.443417.1
41422_at	Hs.443161.1
35221_at	Hs.443121.1
41344_s_at	Hs.443121.1
41345_at	Hs.443121.1
38235_at	Hs.443109.1
38490_r_at	Hs.443061.1
38378_at	Hs.443057.1
37742_at	Hs.443031.1
34883_at	Hs.442798.1
1329_s_at	Hs.442707.1
1342_g_at	Hs.442707.1
1361_at	Hs.442707.1
32257_f_at	Hs.442707.1
32258_r_at	Hs.442707.1
33266_at	Hs.442658.1
38223_at	Hs.442657.1
35992_at	Hs.442619.1
32497_s_at	Hs.442590.1
336_at	Hs.442530.1
32109_at	Hs.442498.1
35649_at	Hs.442378.1
36017_at	Hs.44235.1
40180_at	Hs.442344.1
40181_f_at	Hs.442344.1
34985_at	Hs.442180.1
33718_at	Hs.442138.1
35583_at	Hs.441975.1
36012_at	Hs.441926.1
38408_at	Hs.441664.1
160_at	Hs.441498.1
1692_s_at	Hs.441202.1
38870_at	Hs.441202.1
39974_at	Hs.441145.1
37939_at	Hs.441124.1
37940_f_at	Hs.441124.1
31599_f_at	Hs.441113.1
35841_at	Hs.441072.1
503_at	Hs.441072.1
34777_at	Hs.441047.1
38322_at	Hs.441038.1
1711_at	Hs.440968.1
41424_at	Hs.440967.1
33384_at	Hs.440961.1
33385_g_at	Hs.440961.1
41257_at	Hs.440961.1
36768_at	Hs.440955.1
38697_at	Hs.440950.1
1962_at	Hs.440934.1
41220_at	Hs.440932.1
33838_at	Hs.440900.1
36447_at	Hs.440898.1
41117_s_at	Hs.440896.1
32729_at	Hs.440895.1
607_s_at	Hs.440848.1
199_s_at	Hs.440833.1
36835_at	Hs.440833.1
1052_s_at	Hs.440829.1
32932_at	Hs.440733.1
40276_at	Hs.440604.1
945_at	Hs.440604.1
37663_at	Hs.440599.1
36516_at	Hs.440553.1
33891_at	Hs.440544.1
31900_at	Hs.440497.1
31901_at	Hs.440497.1
34826_at	Hs.440475.1
33662_at	Hs.440466.1
33663_at	Hs.440466.1
33664_g_at	Hs.440466.1
39852_at	Hs.440414.1
40176_at	Hs.440382.1
41455_at	Hs.440379.1
40318_at	Hs.440364.1
40319_at	Hs.440364.1
41110_at	Hs.440320.1
37174_at	Hs.44024.1
32858_at	Hs.440219.1
32908_at	Hs.440219.1
32076_at	Hs.440168.1
38393_at	Hs.440025.1
38054_at	Hs.439815.1
32033_at	Hs.439777.1
35228_at	Hs.439777.1
35935_at	Hs.439777.1
35936_g_at	Hs.439777.1
38812_at	Hs.439726.1
35547_at	Hs.439643.1
41439_at	Hs.439620.1
101_at	Hs.439530.1
37443_at	Hs.439524.1
508_at	Hs.439481.1
40869_at	Hs.439480.1
40870_g_at	Hs.439480.1
39069_at	Hs.439463.1
32743_at	Hs.439381.1
40081_at	Hs.439312.1
34996_at	Hs.439309.1
40080_at	Hs.439200.1
32930_f_at	Hs.439199.1
35444_at	Hs.439180.1
1338_s_at	Hs.439056.1
1492_f_at	Hs.439056.1
1493_r_at	Hs.439056.1
1494_f_at	Hs.439056.1
39940_at	Hs.439040.1
38201_at	Hs.438993.1
41232_at	Hs.438991.1
37223_at	Hs.438953.1
34055_at	Hs.438918.1
34056_g_at	Hs.438918.1
34415_at	Hs.438918.1
36451_at	Hs.438918.1
39199_at	Hs.438918.1
33106_at	Hs.438863.1
512_at	Hs.438863.1
192_at	Hs.438838.1
38810_at	Hs.438782.1
947_at	Hs.438720.1
37311_at	Hs.438678.1
38447_at	Hs.438673.1
33188_at	Hs.438587.1
35448_at	Hs.438587.1
39111_s_at	Hs.438587.1
41862_at	Hs.438550.1
40025_at	Hs.438489.1
40026_g_at	Hs.438489.1
40027_at	Hs.438489.1
31330_at	Hs.438429.1
33542_at	Hs.43834.1
184_at	Hs.438311.1
35435_s_at	Hs.438289.1
38768_at	Hs.438289.1
39278_at	Hs.438265.1
40155_at	Hs.438236.1
