ProbeID	PrimaryAccession
A_24_P863363	A_24_P863363
A_24_P357936	ENST00000308894
A_24_P357933	XR_019160
A_24_P657487	BC040902
A_24_P811704	NM_003622
A_23_P131534	NM_007227
A_23_P127579	NM_000317
A_23_P303242	NM_005952
A_23_P212002	NM_001012651
A_24_P221778	A_24_P221778
A_23_P169879	NM_173471
A_24_P45451	NM_052931
A_32_P191746	THC2691929
A_24_P221770	NM_001011713
A_23_P119778	NM_020342
A_32_P206401	NM_181701
A_24_P767901	XR_018450
A_32_P79351	THC2614991
A_23_P96302	NM_013453
A_23_P320371	AF147446
A_32_P309929	ENST00000373264
A_32_P141849	A_32_P141849
A_24_P772147	THC2562912
A_23_P104881	NM_019055
A_23_P119763	NM_022436
A_24_P922101	THC2585201
A_24_P45446	NM_052941
A_23_P256297	NM_015056
A_23_P7423	NM_017755
A_32_P11526	BX112397
A_24_P942493	NM_015253
A_24_P942492	NM_053016
A_32_P160127	NM_001005463
A_32_P34220	BU633484
A_23_P47086	NM_021046
A_32_P463620	S71020
A_24_P767972	A_24_P767972
A_23_P502343	NM_025220
A_32_P173922	A_32_P173922
A_24_P61864	NM_020198
A_24_P704878	A_24_P704878
A_23_P10211	NM_052885
A_23_P303260	NM_003569
A_24_P66578	ENST00000310579
A_23_P104892	NM_001418
A_24_P37589	NM_001099
A_23_P119714	NM_014173
A_24_P45476	NM_002995
A_23_P169819	NM_005233
A_23_P416112	NM_152617
A_23_P385199	NM_173641
A_24_P169493	A_24_P169493
A_23_P169812	A_23_P169812
A_32_P79334	THC2687641
A_24_P210888	AK002019
A_32_P86466	AK057142
A_23_P385192	AF527974
A_24_P928713	A_24_P928713
A_23_P502371	NM_005392
A_32_P173955	A_32_P173955
A_23_P342489	L09234
A_23_P502376	NM_005392
A_23_P127565	NM_178834
A_24_P922127	AK054709
A_24_P284783	NM_014337
A_24_P916256	ENST00000370378
A_23_P145146	NM_002598
A_24_P922120	A_24_P922120
A_24_P794447	AK021552
A_23_P416106	NM_004286
A_23_P96775	NM_020710
A_23_P96777	NM_020710
A_24_P556049	A_24_P556049
A_23_P50839	NM_003926
A_32_P206415	ENST00000298047
A_32_P86456	AL583429
A_32_P79345	BX090929
A_32_P119295	A_32_P119295
A_24_P228266	NM_020657
A_24_P603890	XR_019195
A_23_P28233	NM_014748
A_23_P119735	NM_014898
A_24_P126282	NM_007048
A_23_P28238	NM_014748
A_23_P169838	NM_025154
A_24_P800698	AK021427
A_23_P348587	A_23_P348587
A_24_P922139	NM_182772
A_23_P96761	NM_000016
A_24_P349145	ENST00000284676
A_23_P71989	NM_181597
A_24_P209571	NM_145690
A_32_P79313	BC040596
A_23_P502350	NM_000635
A_23_P71981	NM_005702
A_23_P155477	NM_016210
A_23_P37702	NM_024164
A_23_P28224	NM_006920
A_23_P37704	NM_030928
A_23_P168567	NM_032999
A_23_P121665	NM_020777
A_32_P206479	NM_178457
A_23_P152420	NM_014615
A_23_P329286	NM_014205
A_23_P155487	NM_006841
A_24_P302584	NM_003108
A_32_P542318	AK026718
A_24_P662427	AK022109
A_23_P37718	NM_001297
A_23_P9926	NM_031945
A_23_P357838	NM_145168
A_23_P86164	NM_020765
A_24_P37540	NM_015644
A_23_P28213	NM_131916
A_32_P232411	AL117235
A_23_P312610	BC010145
A_23_P78410	ENST00000169551
A_24_P583330	THC2657163
A_24_P91832	NM_012069
A_23_P7473	NM_024577
A_23_P122815	NM_001219
A_23_P155453	NM_033199
A_23_P502336	NM_013447
A_23_P28201	AF119861
A_23_P37727	NM_002996
A_32_P191717	A_32_P191717
A_23_P416142	NM_004087
A_24_P126294	ENST00000215202
A_32_P212566	A_32_P212566
A_32_P92563	AK097893
A_23_P158380	A_23_P158380
A_24_P287043	NM_006435
A_23_P122863	NM_001001555
A_32_P21807	NM_020776
A_23_P168584	NM_152992
A_32_P532738	AF161337
A_23_P155462	NM_024512
A_24_P217628	NM_020227
A_24_P621383	AK025420
A_24_P228228	NM_004775
A_23_P37736	NM_001192
A_23_P416178	NM_022742
A_32_P233213	THC2699448
A_23_P78980	NM_014256
A_23_P28279	NM_005735
A_32_P212598	A_32_P212598
A_23_P122876	NM_005641
A_23_P78438	NM_018255
A_23_P9932	NM_145341
A_24_P37519	NM_020347
A_23_P502314	NM_078481
A_24_P357986	A_24_P357986
A_24_P928772	S69873
A_32_P100771	BX118374
A_23_P416169	NM_017758
A_23_P28263	NM_021198
A_24_P380061	NM_031305
A_23_P78405	NM_006033
A_23_P214091	NM_006330
A_32_P64668	THC2662262
A_23_P13907	NM_000618
A_32_P92500	A_32_P92500
A_23_P363778	NM_001463
A_23_P47004	NM_018180
A_23_P502520	NM_172374
A_23_P155441	NM_052859
A_23_P357284	NM_005282
A_24_P72364	NM_014070
A_32_P212578	AW579245
A_32_P233278	THC2723346
A_32_P62480	A_32_P62480
A_23_P47019	NM_004190
A_23_P119794	CR608907
A_23_P13914	NM_032656
A_32_P130309	NM_144674
A_23_P122852	NM_003078
A_23_P78458	NM_021632
A_24_P938050	AI434681
A_23_P419254	NM_030932
A_23_P155417	NM_032750
A_24_P278853	NM_032813
A_24_P929856	BE502686
A_23_P28246	NM_144712
A_32_P11372	AY098593
A_23_P119789	NR_000034
A_24_P944390	AL050107
A_23_P256231	NM_032145
A_24_P333193	AF090933
A_23_P357856	NM_003262
A_23_P13929	NM_031474
A_24_P132813	NM_033207
A_23_P155425	THC2665061
A_23_P37778	NM_013241
A_24_P929867	A_24_P929867
A_24_P600036	A_24_P600036
A_24_P214841	NM_002701
A_32_P118111	AA912913
A_23_P325155	NM_138939
A_24_P21507	NM_172242
A_23_P214080	NM_001964
A_23_P256205	NM_014945
A_32_P191786	NM_133475
A_32_P227496	A_32_P227496
A_24_P160482	NM_182546
A_23_P157283	NM_024315
A_23_P363769	NM_002284
A_23_P78479	NM_015363
A_23_P419277	ENST00000374390
A_23_P47034	NM_002729
A_32_P79396	NM_005746
A_24_P595237	AK094873
A_24_P59765	NM_018307
A_23_P214059	NM_000176
A_24_P391868	NM_006650
A_24_P380022	NM_020390
A_24_P193435	NM_003257
A_24_P733083	A_24_P733083
A_32_P189974	AI937300
A_23_P155407	NM_153708
A_24_P936809	THC2750420
A_23_P155404	NM_014461
A_24_P302506	ENST00000369864
A_24_P929845	THC2501086
A_24_P51517	NM_005248
A_23_P78499	NM_020903
A_23_P256223	NM_003372
A_23_P28295	NM_004525
A_23_P47058	NM_022034
A_32_P92536	THC2647962
A_24_P391853	A_24_P391853
A_23_P78493	NM_020633
A_24_P160460	NM_144564
A_32_P148345	NM_001002857
A_23_P64510	NM_024557
A_23_P122896	NM_003227
A_23_P111288	NM_016462
A_24_P941831	NM_001044385
A_24_P185615	THC2507817
A_24_P57837	THC2567891
A_23_P256279	NM_145267
A_23_P214079	NM_003122
A_24_P298495	AF289590
A_24_P126210	NM_178817
A_24_P160491	AK128236
A_24_P391840	ENST00000358897
A_24_P24831	BC073913
A_32_P189952	THC2667190
A_23_P13969	BC052611
A_23_P64567	NM_016147
A_24_P111511	NM_024753
A_24_P929824	NM_002214
A_23_P72387	NM_021638
A_32_P141892	NM_006937
A_24_P185624	NM_173179
A_24_P936820	A_24_P936820
A_24_P910504	A_24_P910504
A_24_P57847	ENST00000342548
A_23_P256244	AK096148
A_24_P126246	A_24_P126246
A_24_P141786	NM_001681
A_23_P47077	NM_004281
A_23_P64539	NM_000559
A_24_P160440	NM_181462
A_23_P47073	NM_014023
A_24_P24806	A_24_P24806
A_24_P933548	A_24_P933548
A_24_P887768	DB363693
A_24_P873757	A_24_P873757
A_23_P419239	NM_018638
A_32_P98496	BE564275
A_23_P325122	NR_002923
A_24_P652318	AK098360
A_24_P815792	THC2667926
A_32_P77831	ENST00000381158
A_32_P171386	THC2696662
A_23_P214011	NM_004932
A_24_P39928	NM_001080468
A_32_P302068	NM_001080427
A_32_P57292	NM_198511
A_23_P255916	NM_173659
A_24_P24819	NM_198576
A_23_P404902	ENST00000378679
A_24_P936845	A_24_P936845
A_24_P185604	NM_032013
A_24_P283189	NM_000591
A_24_P416951	NM_021075
A_23_P78342	NM_005570
A_24_P316489	NM_004544
A_23_P110184	NM_006745
A_24_P24867	NM_001023566
A_24_P32252	NM_015264
A_24_P391811	AB014594
A_32_P103776	THC2734788
A_32_P140030	NM_213596
A_23_P357881	NM_172102
A_24_P108262	NM_019064
A_24_P157388	NM_017548
A_23_P325100	NM_021240
A_24_P416961	NM_001670
A_24_P316495	BC033250
A_23_P69058	NM_000249
A_23_P214037	NM_002520
A_23_P110196	NM_016323
A_23_P78330	NM_006566
A_32_P123701	AY927488
A_23_P64525	NM_000536
A_24_P24871	AF438406
A_32_P154021	NM_015879
A_23_P404965	AK095071
A_24_P174613	NM_033632
A_32_P85042	AK056856
A_32_P501366	ENST00000314811
A_23_P72340	NM_000707
A_32_P126557	AK125540
A_24_P941847	A_24_P941847
A_24_P379649	NR_002229
A_24_P796652	U69195
A_24_P936860	A_24_P936860
A_23_P69068	NM_032242
A_24_P57809	ENST00000317438
A_23_P104583	NM_020441
A_24_P302574	NM_022353
A_24_P160401	NM_178181
A_24_P733016	XM_372498
A_24_P108242	NM_004287
A_24_P942773	NM_007159
A_24_P24848	NM_014068
A_23_P72372	AK131430
A_24_P936875	THC2518866
A_24_P48856	NM_000071
A_24_P878737	A_24_P878737
A_24_P24856	BC080624
A_32_P171348	THC2539634
A_32_P103726	BQ439266
A_32_P116285	THC2689548
A_24_P141736	NM_006838
A_23_P255952	NM_004999
A_24_P344307	NM_176863
A_24_P157370	NM_018725
A_24_P910566	THC2653641
A_24_P942703	AK021965
A_24_P169574	XM_001126863
A_24_P170927	BC025792
A_24_P379629	THC2536817
A_23_P214026	NM_001999
A_24_P298420	NM_006109
A_32_P154079	AL533190
A_24_P316446	BC020897
A_24_P710171	BC107586
A_24_P111547	NM_001039845
A_24_P379616	NM_153021
A_32_P116271	BC033127
A_24_P174641	NM_006457
A_24_P929899	BC036029
A_24_P157342	NM_018462
A_24_P403244	NM_013440
A_23_P255968	NM_003967
A_23_P69012	NM_005201
A_32_P98435	AF293366
A_24_P193498	NM_078474
A_24_P277511	AK057015
A_23_P303181	NM_020126
A_24_P316454	BC022826
A_32_P171328	NM_014501
A_24_P160413	ENST00000360514
A_32_P140009	AJ488202
A_23_P104594	NM_021920
A_23_P371966	AB075826
A_24_P910589	A_24_P910589
A_32_P57237	NM_000982
A_23_P69020	ENST00000329044
A_24_P298409	NM_002117
A_32_P85009	THC2683265
A_23_P415443	NM_015341
A_32_P20703	AK026418
A_24_P193482	NM_001012969
A_23_P110122	NM_004354
A_32_P154053	NM_173681
A_24_P924202	BX640978
A_23_P127484	NM_018219
A_24_P221285	A_24_P221285
A_24_P942730	NM_152455
A_24_P169544	NM_006959
A_23_P69030	NM_001850
A_23_P72330	A_23_P72330
A_24_P170936	BC030702
A_32_P20717	A_32_P20717
A_32_P496440	THC2534800
A_32_P395992	BC030567
A_24_P277576	NM_004237
A_24_P316475	BC030058
A_23_P110135	NM_025132
A_32_P154042	DA422275
A_24_P24890	A_24_P24890
A_23_P131676	NM_020311
A_24_P498854	AK096621
A_24_P929888	BF509482
A_32_P57213	THC2645690
A_24_P778741	AK055214
A_24_P185689	NM_032501
A_24_P139773	NM_138558
A_23_P111273	NM_016495
A_24_P773180	AA995392
A_32_P11499	NM_003348
A_23_P110108	NM_024628
A_24_P298464	XM_374646
A_23_P421526	NM_153007
A_23_P131683	NM_012326
A_24_P98145	THC2653283
A_23_P16562	NM_001017392
A_24_P206328	NM_005020
A_23_P371933	BC012536
A_23_P104522	NM_006393
A_23_P7185	NM_012108
A_32_P116233	THC2760410
A_23_P385063	NM_058246
A_24_P139742	NM_022787
A_32_P159176	THC2744561
A_24_P316414	BC014346
A_24_P638073	THC2632923
A_24_P362394	NM_007259
A_24_P81473	NM_002079
A_24_P72479	NM_006409
A_23_P10391	NM_000393
A_32_P197621	NR_002830
A_24_P316413	BC012202
A_23_P53567	NM_016053
A_23_P110116	NM_003023
A_23_P429998	NM_006732
A_32_P148380	THC2671126
A_24_P838261	AU148142
A_32_P159126	A_32_P159126
A_24_P57889	AB020720
A_23_P385017	NM_000151
A_32_P76576	AK026459
A_32_P11477	NM_001997
A_24_P627984	BI771054
A_23_P321201	NM_015213
A_23_P110167	NM_002413
A_23_P104509	NM_014661
A_23_P303113	NM_006485
A_32_P313405	NM_005559
A_32_P116219	A_32_P116219
A_23_P131664	NM_006267
A_24_P72420	NM_014800
A_24_P169507	NM_001040105
A_24_P240584	NM_153369
A_24_P169503	A_24_P169503
A_32_P159150	NM_017812
A_24_P139761	THC2560976
A_24_P206305	NM_182924
A_24_P316439	NM_003706
A_24_P330971	NM_013234
A_32_P94132	BX116997
A_23_P502081	NM_138702
A_24_P316430	NM_002526
A_23_P110175	NM_001334
A_23_P127438	NM_001997
A_23_P145035	NM_153042
A_32_P116206	AK025431
A_23_P7194	NM_018176
A_32_P116203	NM_000265
A_23_P69089	AK021889
A_23_P362736	NM_173565
A_32_P11451	NM_015938
A_23_P119478	NM_005755
A_32_P119754	AK093265
A_32_P113380	THC2677659
A_24_P416997	NM_145641
A_24_P600374	THC2768667
A_23_P131646	NM_144563
A_32_P23360	NM_001005404
A_32_P57247	A_32_P57247
A_23_P104563	NM_001876
A_23_P78383	NM_013326
A_23_P416289	NM_033425
A_24_P379693	ENST00000273075
A_23_P431789	NM_001660
A_23_P7144	NM_001511
A_32_P218332	NM_174917
A_23_P429959	NM_020956
A_24_P336510	NM_002113
A_23_P256047	NM_022096
A_23_P303101	NM_032406
A_23_P429950	NM_000216
A_23_P110151	NM_031305
A_24_P399694	NM_033089
A_23_P131611	NM_152275
A_32_P76536	THC2780053
A_24_P394940	NM_000773
A_23_P315122	NM_004097
A_24_P170983	NM_194312
A_23_P51499	NM_002725
A_24_P399680	NM_080821
A_24_P912751	AY358619
A_23_P303155	NM_032824
A_23_P35650	NM_032905
A_23_P37283	NM_006568
A_24_P357809	NM_020642
A_23_P145006	NM_054023
A_23_P127406	NM_018039
A_24_P206344	NM_152557
A_24_P221206	NM_174894
A_23_P119464	NM_033103
A_24_P206343	NM_033054
A_32_P119726	AF165191
A_23_P96072	NM_021569
A_24_P108281	A_24_P108281
A_32_P130290	THC2650352
A_24_P357836	XR_018991
A_24_P209047	NM_000879
A_23_P104579	NM_005851
A_23_P14804	NM_005724
A_24_P753110	THC2612796
A_23_P416238	NM_139249
A_23_P429977	NM_000218
A_23_P127475	NM_005125
A_24_P788772	THC2582296
A_24_P221235	XR_018337
A_24_P71439	NM_015317
A_23_P96041	ENST00000372073
A_32_P220233	AK021824
A_32_P67014	AK124402
A_24_P749904	AA897233
A_24_P490911	AK023756
A_24_P753161	NM_001204
A_23_P502057	NM_032382
A_23_P256391	NM_002078
A_23_P329152	NM_012218
A_23_P127460	NM_153253
A_24_P45767	NM_021831
A_23_P7101	NM_006527
A_23_P96017	A_23_P96017
A_23_P71419	NM_006837
A_32_P206735	THC2483664
A_24_P556503	A_24_P556503
A_23_P37296	NM_015684
A_23_P502060	NM_001652
A_24_P362317	NM_001111
A_23_P71415	NM_018024
A_23_P104555	NM_020349
A_23_P151778	NM_001836
A_23_P416212	NM_033194
A_24_P126181	NM_176880
A_23_P28559	NM_213622
A_23_P79993	NM_005492
A_23_P7172	NM_018290
A_32_P191004	ENST00000238789
A_24_P108291	NM_018439
A_24_P169593	A_24_P169593
A_23_P79999	NM_001247
A_32_P160206	THC2706921
A_23_P119418	NM_003796
A_23_P155596	NM_001002294
A_32_P113322	BC033331
A_23_P435649	AK055069
A_23_P71440	NM_001002296
A_23_P127446	NM_006268
A_23_P10305	NM_175859
A_23_P37244	NM_003082
A_24_P376707	NM_004494
A_23_P59602	NM_019005
A_32_P206758	BC036261
A_32_P218355	ENST00000341865
A_23_P96035	A_23_P96035
A_23_P385084	AK074153
A_24_P807301	L30117
A_32_P206751	AA903779
A_23_P385081	NM_005697
A_24_P928250	A_24_P928250
A_23_P71433	NM_001001481
A_23_P356598	NM_018057
A_23_P71430	NM_001001481
A_32_P191066	AW118118
A_23_P255273	NM_002874
A_23_P431734	AK093931
A_23_P379864	BC006267
A_23_P342185	NM_015045
A_23_P356565	NM_015324
A_23_P96008	NM_006785
A_23_P71464	NM_001359
A_32_P88817	THC2554498
A_23_P119407	A_23_P119407
A_32_P191074	THC2719959
A_23_P329198	NM_001031716
A_23_P37265	NM_018229
A_32_P45297	THC2653459
A_23_P79942	NM_153638
A_32_P206772	THC2637319
A_32_P94475	BX109759
A_23_P357936	NM_014010
A_24_P928272	AF086376
A_23_P28514	A_23_P28514
A_32_P511713	NM_173525
A_24_P37665	NM_022042
A_32_P94199	BC068588
A_23_P59616	NM_173537
A_23_P78517	NM_007056
A_23_P7132	NM_014883
A_23_P78518	AK128234
A_32_P167459	AK021744
A_23_P334864	NM_173822
A_23_P64499	NM_053005
A_23_P357929	NM_015139
A_23_P502035	NM_000155
A_23_P155556	NM_019895
A_23_P37205	NM_201535
A_23_P342165	AK093019
A_23_P79968	NM_002594
A_24_P399606	NM_000435
A_24_P583007	BC039246
A_23_P79962	NM_170784
A_23_P78509	NM_007056
A_24_P809964	AA465699
A_32_P159192	ENST00000390281
A_23_P377411	AF130105
A_32_P113317	THC2673918
A_24_P228302	NM_006890
A_23_P356554	NM_004282
A_23_P325093	NM_178026
A_24_P928217	AK026155
A_32_P527371	NM_001039948
A_23_P10374	NM_014925
A_24_P373562	NM_018404
A_24_P399630	NM_002730
A_23_P79978	NM_020689
A_23_P37275	NM_006568
A_23_P59630	NM_005395
A_23_P59637	NM_014705
A_23_P431776	NM_001986
A_32_P212654	BU616488
A_23_P28538	NM_031902
A_32_P92212	CB049993
A_24_P404245	NM_002861
A_23_P155539	NM_000306
A_23_P356526	NM_033092
A_23_P334845	NM_032900
A_23_P325080	NM_017432
A_24_P929974	A_24_P929974
A_24_P399622	NM_199444
A_23_P28507	NM_012214
A_24_P761386	XM_001130134
A_24_P376760	NM_001215
A_24_P323901	NM_001080471
A_24_P21410	NM_022917
A_23_P416242	NM_178841
A_23_P78526	NM_020219
A_23_P256312	NM_002447
A_24_P380349	NM_000865
A_24_P380348	NM_021940
A_23_P419503	NM_001080457
A_23_P377434	AK027341
A_23_P334870	NM_145316
A_23_P47565	NM_005566
A_24_P51683	NM_003936
A_23_P407684	NM_178167
A_24_P295806	NM_023947
A_23_P325075	NM_003800
A_24_P256583	NM_194291
A_23_P59657	NM_003592
A_23_P214185	NM_016021
A_23_P78557	NM_017703
A_23_P47559	NM_014267
A_32_P25253	NM_030940
A_32_P92274	A_32_P92274
A_23_P79911	NM_006814
A_23_P357966	NM_052937
A_32_P516818	ENST00000312275
A_32_P130265	NM_014827
A_23_P369456	NM_033542
A_23_P155514	NM_001622
A_24_P929957	THC2500744
A_24_P827037	NM_130830
A_24_P195272	NP450512
A_24_P647732	A_24_P647732
A_32_P209669	CN391963
A_24_P57977	NM_025248
A_23_P79927	NM_006392
A_23_P64448	NM_003696
A_23_P78543	NM_005498
A_32_P516804	AB061718
A_32_P384246	NM_000587
A_23_P155509	NM_001622
A_24_P666035	BC033366
A_32_P126259	THC2668359
A_23_P37237	NM_145165
A_32_P319200	NM_199127
A_32_P118013	THC2657593
A_23_P407662	NM_006611
A_23_P37231	NM_001005503
A_23_P380181	NM_006769
A_24_P38143	NM_017651
A_23_P47579	NM_176822
A_23_P156284	NM_080881
A_24_P231829	NM_017614
A_32_P148616	THC2660032
A_24_P404204	NM_004375
A_23_P156289	NM_003999
A_32_P64558	THC2718323
A_23_P96087	NM_006026
A_23_P363647	NM_182540
A_24_P295877	NM_014704
A_23_P325040	NM_003276
A_32_P209641	NM_014743
A_24_P457442	THC2613423
A_23_P383060	NM_021095
A_24_P126139	ENST00000243298
A_32_P117860	W05707
A_23_P78563	NM_024292
A_23_P47527	NM_014206
A_23_P214156	NM_015571
A_23_P342138	AK092602
A_24_P572473	AW173501
A_24_P576174	AK025344
A_24_P476718	A_24_P476718
A_23_P342131	NM_153611
A_24_P916797	AF247727
A_23_P28598	NM_004405
A_24_P21447	NM_006753
A_23_P28595	NM_004405
A_24_P460195	A_24_P460195
A_23_P28590	NM_024622
A_23_P59691	NM_006193
A_32_P148636	A_32_P148636
A_23_P256342	NM_015132
A_23_P214144	NM_000493
A_23_P47517	NM_017966
A_32_P327679	AL117582
A_23_P142849	NM_005168
A_23_P72096	NM_000575
A_23_P407654	NM_173564
A_24_P796321	XM_001129035
A_32_P136871	THC2712372
A_23_P256375	NM_004604
A_24_P256512	NM_001007532
A_24_P256513	BC002828
A_24_P132518	NM_001556
A_23_P397417	NM_153261
A_23_P142856	NM_198998
A_23_P161595	NM_017490
A_23_P161596	NM_004470
A_23_P342118	NM_138442
A_23_P407628	NM_006766
A_23_P325017	NM_147128
A_32_P62709	THC2685952
A_32_P126214	BX119718
A_23_P214168	NM_004370
A_24_P380330	NM_024594
A_24_P323997	NM_198479
A_32_P45204	AI752947
A_24_P185709	NM_012156
A_23_P142861	ENST00000373310
A_32_P80338	BU686376
A_24_P302070	NM_173571
A_23_P357983	NM_145286
A_24_P243278	NM_004394
A_24_P111406	NM_030787
A_23_P357985	NM_032260
A_23_P404871	NM_001031711
A_24_P256539	BC007973
A_23_P72077	NM_001559
A_32_P149806	A_32_P149806
A_32_P148627	AX775927
A_23_P142872	NM_031283
A_23_P214111	NM_022113
A_23_P320185	NM_175614
A_24_P160773	ENST00000290943
A_24_P72394	NM_021163
A_23_P142878	NM_032827
A_23_P419582	NM_001052
A_24_P126262	NM_181704
A_32_P45229	BC042026
A_23_P407601	AJ307469
A_23_P214108	NM_000367
A_32_P148672	NM_006938
A_23_P142804	AF116718
A_23_P161583	NM_005467
A_24_P371892	NM_001012426
A_24_P66780	NM_001010872
A_32_P179615	THC2614521
A_23_P104689	BC014095
A_23_P72059	ENST00000359236
A_24_P873414	AK054998
A_24_P174367	NM_006241
A_23_P407614	NM_152901
A_23_P213288	NM_001037582
A_24_P941946	AK022881
A_24_P263595	NR_002939
A_23_P214139	NM_002912
A_23_P142815	NM_001692
A_24_P256552	NM_001326
A_23_P397455	NM_145259
A_24_P277615	NM_203297
A_24_P160716	ENST00000371367
A_32_P125945	THC2743652
A_24_P71153	ENST00000374285
A_23_P72068	NM_001500
A_32_P171043	A_32_P171043
A_24_P174353	A_24_P174353
A_23_P201816	NM_014810
A_24_P416837	NM_024958
A_23_P156209	NM_033414
A_24_P324084	A_24_P324084
A_24_P256526	BC005914
A_24_P302038	NM_014824
A_23_P214121	NM_001634
A_23_P16615	NM_005968
A_24_P710252	THC2652733
A_23_P397468	NM_012351
A_32_P46908	THC2703234
A_23_P334883	NM_012309
A_24_P879787	AK094691
A_23_P309381	NM_003516
A_24_P139604	NM_198930
A_32_P126222	AW302758
A_32_P62754	THC2720788
A_24_P921129	NM_001037339
A_24_P256570	BC014215
A_23_P142835	NM_004082
A_24_P850172	XM_926717
A_24_P921871	A_24_P921871
A_23_P142830	NM_007366
A_32_P54128	THC2657493
A_24_P32139	NM_182589
A_32_P179646	A_32_P179646
A_24_P701582	A_24_P701582
A_24_P485012	BC017563
A_32_P171061	NM_005170
A_32_P125968	AI420834
A_32_P85106	NM_144980
A_23_P41054	NM_002841
A_23_P213298	NM_024590
A_23_P201837	AF031469
A_23_P72044	NM_017921
A_24_P7202	NM_020738
A_23_P9340	NM_020064
A_32_P181937	THC2739153
A_23_P156261	NM_000171
A_23_P7361	NM_024090
A_23_P110462	NM_013340
A_23_P16671	NM_024050
A_23_P9348	NM_147180
A_24_P710270	AI827739
A_32_P154731	AK124192
A_23_P72014	A_23_P72014
A_23_P404893	NR_003226
A_23_P156218	NM_002104
A_23_P9333	AF325688
A_32_P216369	ENST00000360524
A_23_P103905	NM_016406
A_24_P277657	NM_006877
A_23_P110492	NM_005885
A_32_P148683	A_32_P148683
A_24_P913706	BI062366
A_23_P127394	NM_021117
A_23_P320124	ENST00000382691
A_24_P246361	NM_006633
A_23_P371682	NM_005708
A_24_P174316	NM_017991
A_23_P334892	NM_178518
A_24_P174313	NM_017991
A_23_P72025	NM_000387
A_24_P929985	A_24_P929985
A_24_P7228	ENST00000320662
A_24_P221198	NM_203397
A_24_P315921	AK093659
A_24_P892116	AI732079
A_23_P200396	NM_019118
A_23_P9362	NM_002799
A_23_P131785	NM_001725
A_24_P298360	NM_021070
A_24_P921862	A_24_P921862
A_23_P110445	NM_006051
