Probe Set ID	UniGene ID
1440590_at	---
1440591_at	---
1440592_at	Mm.433377
1440593_at	---
1440594_at	---
1440595_at	Mm.131135
1440596_at	Mm.257404
1440597_at	---
1440598_at	Mm.388998
1440599_at	Mm.223432
1440600_at	Mm.399189
1440601_at	Mm.130060
1440602_at	---
1440603_at	Mm.186640
1440604_at	---
1440605_at	Mm.134230
1440606_at	---
1440607_at	---
1440608_at	Mm.183314
1440609_at	Mm.19073
1440610_at	---
1440611_at	Mm.159689
1440612_at	Mm.470564
1440613_at	---
1440614_at	Mm.394118
1440615_at	Mm.3994
1440616_at	---
1440617_at	Mm.336423
1440618_at	Mm.37334
1440619_at	Mm.2720
1440620_at	Mm.162811
1440621_at	Mm.446927
1440622_at	Mm.446051
1440623_at	Mm.208740
1440624_at	---
1440625_at	Mm.28838
1440626_at	Mm.57227
1440627_at	Mm.319599
1440628_at	Mm.249298
1440629_at	Mm.458018
1440630_at	Mm.74887
1440631_at	---
1440632_at	Mm.196711
1440633_at	Mm.281749
1440634_at	---
1440635_at	Mm.29933
1440636_at	Mm.460510
1440637_at	---
1440638_at	---
1440639_at	Mm.311840
1440640_at	Mm.188105
1440641_at	Mm.216528
1440642_at	Mm.122653
1440643_at	---
1440644_at	Mm.439943
1440645_at	Mm.304207
1440646_at	---
1440647_at	Mm.261333
1440648_at	Mm.296876
1440649_at	Mm.430719
1440650_at	---
1440651_at	---
1440652_at	Mm.397910
1440653_at	Mm.221688
1440654_at	---
1440655_at	Mm.402787
1440656_at	Mm.125298
1440657_at	---
1440658_at	Mm.290804
1440659_at	---
1440660_at	---
1440661_at	---
1440662_at	Mm.439575
1440663_at	Mm.447312
1440664_at	Mm.255322
1440665_at	---
1440666_at	Mm.73212
1440667_at	Mm.374850
1440668_at	Mm.65306
1440669_at	---
1440670_at	Mm.354609
1440671_at	---
1440672_at	Mm.290718
1440673_at	---
1440674_at	Mm.125580
1440675_at	Mm.452077
1440676_at	Mm.145511
1440677_at	Mm.461869
1440678_at	---
1440679_at	Mm.406083
1440680_at	Mm.399573
1440681_at	Mm.113464
1440682_at	---
1440683_at	---
1440684_at	Mm.21463
1440685_at	---
1440686_at	Mm.133083
1440687_at	Mm.396640
1440688_at	Mm.329396
1440689_at	Mm.209750
1440690_at	---
1440691_at	Mm.98200
1440692_at	Mm.79079
1440693_at	Mm.29933
1440694_at	---
1440695_at	Mm.437934
1440696_at	Mm.151594
1440697_at	---
1440698_at	---
1440699_at	Mm.256966
1440700_a_at	Mm.170461
1440701_at	---
1440702_at	---
1440703_at	---
1440704_at	Mm.444643
1440705_at	---
1440706_at	Mm.439764
1440707_at	Mm.62785
1440708_at	Mm.29677
1440709_at	---
1440710_at	Mm.371631
1440711_at	---
1440712_at	---
1440713_at	Mm.444425
1440714_at	Mm.39446
1440715_s_at	Mm.289456
1440716_at	---
1440717_at	---
1440718_at	Mm.266485
1440719_at	Mm.275121
1440720_s_at	Mm.275121
1440721_at	---
1440722_at	Mm.452785
1440723_at	---
1440724_at	Mm.26678
1440725_at	Mm.160412
1440726_at	---
1440727_at	Mm.101391
1440728_at	Mm.400861
1440729_at	Mm.318250
1440730_at	---
1440731_at	---
1440732_at	---
1440733_at	Mm.422727
1440734_at	Mm.275698
1440735_at	Mm.306482
1440736_at	---
1440737_at	Mm.90218
1440738_at	Mm.335796
1440739_at	Mm.1402
1440740_at	Mm.249405
1440741_at	Mm.40573
1440742_at	Mm.440711
1440743_at	Mm.236103
1440744_at	Mm.437474
1440745_at	Mm.257785
1440746_at	---
1440747_at	Mm.291519
1440748_at	---
1440749_at	Mm.437291
1440750_at	Mm.400455
1440751_at	Mm.270487
1440752_at	---
1440753_at	Mm.384438
1440754_at	Mm.448677
1440755_at	Mm.417432
1440756_at	Mm.96247
1440757_at	Mm.102276
1440758_at	---
1440759_at	---
1440760_at	---
1440761_at	---
1440762_at	Mm.441431
1440763_at	Mm.65371
1440764_at	Mm.220946
1440765_at	Mm.291120
1440766_at	Mm.473815
1440767_at	Mm.99530
1440768_x_at	---
1440769_at	Mm.28354
1440770_at	Mm.257460
1440771_at	Mm.213114
1440772_x_at	Mm.280669
1440773_at	---
1440774_x_at	Mm.20593
1440775_at	Mm.378014
1440776_at	Mm.374778
1440777_x_at	Mm.331442
1440778_x_at	Mm.297247
1440779_s_at	Mm.26630
1440780_x_at	Mm.50109
1440781_at	---
1440782_at	Mm.440609
1440783_at	Mm.136347
1440784_at	---
1440785_at	Mm.331086
1440786_x_at	Mm.296837
1440787_s_at	Mm.45256
1440788_at	Mm.117265
1440789_at	Mm.42249
1440790_x_at	---
1440791_x_at	Mm.24245
1440792_x_at	Mm.425181
1440793_at	Mm.67177
1440794_x_at	Mm.67177
1440795_x_at	Mm.35467
1440796_at	Mm.319007
1440797_at	---
1440798_x_at	Mm.244890
1440799_s_at	Mm.243091
1440800_at	Mm.473340
1440801_s_at	Mm.285619
1440802_at	Mm.222272
1440803_x_at	Mm.103810
1440804_at	Mm.32842
1440805_at	Mm.40331
1440806_x_at	---
1440807_at	---
1440808_x_at	Mm.19283
1440809_at	---
1440810_x_at	Mm.445027
1440811_x_at	Mm.1858
1440812_at	Mm.126167
1440813_s_at	Mm.275600
1440814_x_at	Mm.247449
1440815_x_at	---
1440816_x_at	Mm.251255
1440817_x_at	Mm.41038
1440818_s_at	Mm.279736
1440819_s_at	Mm.415218
1440820_x_at	Mm.76832
1440821_x_at	Mm.252830
1440822_x_at	Mm.4479
1440823_x_at	Mm.46732
1440824_at	Mm.440896
1440825_s_at	Mm.296565
1440826_s_at	Mm.374250
1440827_x_at	Mm.1752
1440828_x_at	Mm.5348
1440829_x_at	Mm.21591
1440830_at	Mm.23478
1440831_at	Mm.26147
1440832_at	Mm.343899
1440833_at	Mm.193924
1440834_at	Mm.441070
1440835_at	Mm.86747
1440836_at	Mm.250391
1440837_at	Mm.327358
1440838_at	Mm.205341
1440839_x_at	---
1440840_at	---
1440841_at	Mm.440693
1440842_at	---
1440843_at	Mm.125338
1440844_at	Mm.259673
1440845_at	Mm.439954
1440846_at	Mm.204836
1440847_at	Mm.215481
1440848_at	Mm.383276
1440849_at	Mm.380815
1440850_at	Mm.473785
1440851_at	Mm.294641
1440852_at	Mm.313743
1440853_at	Mm.261491
1440854_at	Mm.251800
1440855_at	Mm.271914
1440856_at	Mm.21495
1440857_at	Mm.305535
1440858_at	Mm.473748
1440859_at	Mm.310822
1440860_at	---
1440861_a_at	Mm.40312
1440862_at	Mm.473027
1440863_at	---
1440864_at	---
1440865_at	Mm.276440
1440866_at	Mm.378990
1440867_at	Mm.42038
1440868_at	Mm.224820
1440869_x_at	Mm.247448
1440870_at	Mm.257785
1440871_at	Mm.217216
1440872_at	Mm.446214
1440873_at	Mm.446201
1440874_at	Mm.24481
1440875_a_at	Mm.342275
1440876_at	---
1440877_at	Mm.442161
1440878_at	Mm.4081
1440879_at	Mm.291459
1440880_at	Mm.235792
1440881_at	Mm.426127
1440882_at	Mm.442134
1440883_at	Mm.40673
1440884_s_at	---
1440885_at	Mm.238841
1440886_at	Mm.78875
1440887_at	Mm.26022
1440888_at	Mm.333310
1440889_at	Mm.297761
1440890_a_at	Mm.290849
1440891_at	Mm.209263
1440892_at	---
1440893_at	Mm.297130
1440894_at	Mm.296805
1440895_at	---
1440896_at	Mm.458631
1440897_at	Mm.44078
1440898_at	Mm.187372
1440899_at	Mm.385180
1440900_at	Mm.383562
1440901_at	Mm.126525
1440902_at	Mm.91712
1440903_at	Mm.440673
1440904_at	Mm.152890
1440905_at	Mm.12863
1440906_at	Mm.446172
1440907_at	Mm.139204
1440908_at	---
1440909_at	Mm.33811
1440910_at	Mm.381907
1440911_at	Mm.154093
1440912_at	Mm.105324
1440913_at	Mm.313570
1440914_s_at	Mm.356580
1440915_at	Mm.60224
1440916_at	Mm.133694
1440917_at	---
1440918_at	Mm.248630
1440919_at	Mm.35571
1440920_at	Mm.441924
1440921_at	Mm.277152
1440922_at	---
1440923_at	---
1440924_at	Mm.278471
1440925_at	Mm.417426
1440926_at	Mm.389712
1440927_x_at	Mm.17957
1440928_at	Mm.411188
1440929_at	Mm.356653
1440930_a_at	Mm.440196
1440931_at	Mm.440196
1440932_at	Mm.179733
1440933_at	---
1440934_at	Mm.159689
1440935_at	Mm.460296
1440936_at	Mm.5548
1440937_at	Mm.256670
1440938_at	Mm.329104
1440939_at	Mm.260036
1440940_at	Mm.391757
1440941_at	---
1440942_at	Mm.79993
1440943_at	Mm.29600
1440944_at	---
1440945_at	Mm.210787
1440946_at	Mm.426726
1440947_at	Mm.245446
1440948_at	Mm.453449
1440949_at	---
1440950_at	Mm.6645
1440951_x_at	Mm.27957
1440952_at	Mm.455502
1440953_at	---
1440954_at	Mm.442377
1440955_at	Mm.332961
1440956_at	Mm.22796
1440957_at	Mm.45560
1440958_at	---
1440959_s_at	Mm.200378
1440960_at	Mm.395470
1440961_at	---
1440962_at	Mm.443748
1440963_at	Mm.194339
1440964_s_at	Mm.194339
1440965_at	Mm.390358
1440966_at	Mm.260635
1440967_at	Mm.441035 /// Mm.453004
1440968_at	Mm.276294
1440969_at	---
1440970_at	Mm.82274
1440971_x_at	Mm.41038
1440972_at	Mm.168965
1440973_at	---
1440974_at	Mm.441858
1440975_at	Mm.64962
1440976_at	Mm.426849
1440977_at	Mm.445692
1440978_at	Mm.26612
1440979_at	Mm.26553
1440980_at	Mm.399068
1440981_at	Mm.131572
1440982_at	Mm.442997
1440983_at	Mm.132006
1440984_at	Mm.228071
1440985_at	---
1440986_at	Mm.259223
1440987_at	---
1440988_at	Mm.127661
1440989_at	Mm.28579
1440990_at	Mm.138659
1440991_at	Mm.150831
1440992_at	Mm.463100
1440993_at	---
1440994_at	Mm.461266
1440995_at	Mm.440431
1440996_at	Mm.440881
1440997_at	Mm.40272
1440998_at	Mm.275082
1440999_at	Mm.358911
1441000_at	Mm.339935
1441001_at	---
1441002_at	Mm.248779
1441003_at	Mm.287837
1441004_at	Mm.454144
1441005_at	Mm.290810
1441006_at	Mm.458878
1441007_at	---
1441008_at	Mm.173826
1441009_at	Mm.188855
1441010_at	Mm.213614
1441011_at	Mm.318151
1441012_at	Mm.445702
1441013_at	---
1441014_at	Mm.473382
1441015_at	---
1441016_at	Mm.401308
1441017_at	Mm.472747
1441018_at	Mm.234544
1441019_at	Mm.143768
1441020_at	---
1441021_at	Mm.275272
1441022_at	Mm.305925
1441023_at	Mm.377134
1441024_at	Mm.468739
1441025_at	Mm.319487
1441026_at	Mm.379357
1441027_at	Mm.309706
1441028_at	---
1441029_at	Mm.441910
1441030_at	Mm.212395
1441031_at	---
1441032_at	---
1441033_at	Mm.25225
1441034_at	Mm.40546
1441035_at	Mm.299425
1441036_at	Mm.222810
1441037_at	Mm.439323
1441038_at	Mm.439266
1441039_at	---
1441040_at	Mm.458816
1441041_at	Mm.441643
1441042_at	Mm.241282
1441043_at	Mm.109295
1441044_at	---
1441045_at	Mm.158166
1441046_at	---
1441047_at	Mm.212813
1441048_at	---
1441049_at	Mm.62535
1441050_at	Mm.452488
1441051_at	Mm.314056
1441052_at	---
1441053_at	Mm.384245
1441054_at	Mm.125650
1441055_at	Mm.331630
1441056_at	Mm.38976
1441057_at	Mm.218233
1441058_at	Mm.132535
1441059_at	Mm.379224
1441060_at	---
1441061_at	Mm.76650
1441062_at	Mm.259605
1441063_at	Mm.440915
1441064_at	Mm.145535
1441065_at	Mm.131870
1441066_at	Mm.82621
1441067_at	---
1441068_at	---
1441069_at	Mm.327852
1441070_at	Mm.440491
1441071_at	Mm.336519
1441072_at	---
1441073_at	---
1441074_at	---
1441075_at	Mm.90047
1441076_at	Mm.435472
1441077_at	---
1441078_at	Mm.23366
1441079_at	Mm.393063
1441080_at	Mm.384272
1441081_a_at	Mm.28895
1441082_at	Mm.328737
1441083_at	Mm.290960
1441084_at	Mm.440773
1441085_at	Mm.427266
1441086_at	Mm.107753
1441087_at	Mm.158311
1441088_at	Mm.133367
1441089_at	Mm.208174
1441090_at	Mm.27259
1441091_at	Mm.286127
1441092_at	---
1441093_at	Mm.394265
1441094_at	---
1441095_at	Mm.138465
1441096_at	Mm.127006
1441097_at	Mm.118004
1441098_at	Mm.242315
1441099_at	Mm.440349
1441100_at	Mm.210334
1441101_at	Mm.125298
1441102_at	Mm.442446
1441103_at	---
1441104_at	Mm.260098
1441105_at	Mm.76700
1441106_at	Mm.379919
1441107_at	Mm.32825
1441108_at	Mm.442565
1441109_at	---
1441110_at	Mm.37907
1441111_at	Mm.60041
1441112_at	---
1441113_at	---
1441114_at	---
1441115_at	---
1441116_at	---
1441117_at	---
1441118_at	---
1441119_at	---
1441120_at	Mm.445354
1441121_at	Mm.436766
1441122_at	---
1441123_at	Mm.391339
1441124_at	Mm.403354
1441125_at	Mm.367159
1441126_at	---
1441127_at	Mm.403134
1441128_at	Mm.442123
1441129_at	Mm.450589
1441130_at	Mm.289594
1441131_at	---
1441132_at	Mm.404573
1441133_at	Mm.445468
1441134_at	Mm.38277
1441135_at	Mm.447406
1441136_at	Mm.83562
1441137_at	Mm.286834
1441138_at	Mm.112824
1441139_at	---
1441140_at	---
1441141_at	Mm.209147
1441142_at	---
1441143_at	Mm.274369
1441144_at	Mm.95518
1441145_at	Mm.330408
1441146_at	---
1441147_at	---
1441148_at	---
1441149_at	---
1441150_x_at	Mm.473675
1441151_at	---
1441152_at	Mm.417068
1441153_at	---
1441154_at	---
1441155_at	Mm.455673
1441156_at	Mm.40
1441157_at	---
1441158_at	Mm.446956
1441159_at	Mm.228086
1441160_at	---
1441161_at	Mm.39649
1441162_at	Mm.6710
1441163_at	Mm.240059
1441164_at	---
1441165_s_at	Mm.440903
1441166_at	Mm.444187
1441167_at	Mm.296586
1441168_at	---
1441169_at	Mm.444210
1441170_a_at	Mm.29629
1441171_at	---
1441172_at	---
1441173_at	---
1441174_a_at	Mm.131951
1441175_at	Mm.275547
1441176_at	---
1441177_at	---
1441178_at	Mm.96010
1441179_at	---
1441180_at	Mm.387187
1441181_at	Mm.408496
1441182_at	Mm.426127
1441183_at	---
1441184_at	Mm.268304
1441185_at	---
1441186_at	Mm.215917
1441187_at	---
1441188_at	Mm.384538
1441189_at	Mm.82673
1441190_at	Mm.38155
1441191_at	---
1441192_at	Mm.25724
1441193_at	Mm.444917
1441194_at	Mm.446689
1441195_at	---
1441196_at	---
1441197_at	Mm.186748
1441198_at	Mm.127646
1441199_at	---
1441200_at	Mm.439720
1441201_at	---
1441202_at	Mm.441086
1441203_at	Mm.143404
1441204_at	---
1441205_at	Mm.34137
1441206_at	Mm.317009
1441207_at	Mm.191846
1441208_at	Mm.442171
1441209_at	---
1441210_at	Mm.449360
1441211_at	Mm.398087
1441212_at	Mm.25340
1441213_at	Mm.216458
1441214_at	Mm.390155
1441215_at	Mm.284710
1441216_at	Mm.248334
1441217_at	---
1441218_at	Mm.444765
1441219_at	Mm.116972
1441220_at	---
1441221_at	Mm.400183
1441222_x_at	---
1441223_at	Mm.337023
1441224_at	Mm.121662
1441225_at	Mm.437290
1441226_at	Mm.334160
1441227_at	Mm.117427
1441228_at	Mm.296104
1441229_at	---
1441230_at	---
1441231_at	Mm.425674
1441232_at	Mm.82607
1441233_at	Mm.450225
1441234_at	Mm.379160
1441235_at	Mm.267812
1441236_at	Mm.261564
1441237_at	---
1441238_at	Mm.278974
1441239_at	Mm.339711
1441240_at	---
1441241_at	---
1441242_at	---
1441243_at	Mm.453439
1441244_at	Mm.407161
1441245_a_at	Mm.386888
1441246_s_at	Mm.27732
1441247_at	Mm.444209
1441248_at	---
1441249_at	---
1441250_at	---
1441251_a_at	---
1441252_at	---
1441253_at	Mm.442211
1441254_at	Mm.35153
1441255_at	Mm.4658
1441256_at	Mm.426799
1441257_x_at	Mm.426799
1441258_at	Mm.458520
1441259_s_at	Mm.333335
1441260_a_at	---
1441261_at	Mm.41038
1441262_at	---
1441263_a_at	---
1441264_x_at	---
1441265_at	---
1441266_at	Mm.65979
1441267_at	Mm.450432
1441268_at	Mm.445285
1441269_at	Mm.84499
1441270_at	Mm.446563
1441271_at	Mm.29590
1441272_at	Mm.215034
1441273_at	---
1441274_at	---
1441275_at	Mm.333275
1441276_at	Mm.332303
1441277_s_at	Mm.332303
1441278_at	---
1441279_at	---
1441280_at	Mm.312046
1441281_s_at	Mm.18503
1441282_at	Mm.294770
1441283_at	---
1441284_at	Mm.407242
1441285_at	Mm.290750
1441286_at	Mm.425892
1441287_at	Mm.210334
1441288_at	Mm.365269
1441289_at	Mm.384343
1441290_at	Mm.448907
1441291_at	Mm.1318
1441292_at	Mm.412327
1441293_at	---
1441294_at	---
1441295_at	Mm.287854
1441296_at	---
1441297_at	---
1441298_at	Mm.394113
1441299_at	Mm.317936
1441300_at	Mm.40173
1441301_at	---
1441302_at	Mm.394332
1441303_at	Mm.105358
1441304_at	Mm.285021
1441305_at	Mm.98668
1441306_at	Mm.70959
1441307_at	Mm.394141
1441308_at	Mm.40461
1441309_at	Mm.29304
1441310_at	Mm.401354
1441311_at	Mm.268383
1441312_at	Mm.329864
1441313_x_at	Mm.250732
1441314_at	Mm.29755
1441315_s_at	Mm.35444
1441316_at	Mm.88365
1441317_x_at	Mm.228812
1441318_at	Mm.472769
1441319_at	Mm.259197
1441320_a_at	---
1441321_at	---
1441322_at	Mm.440609
1441323_at	Mm.458203
1441324_at	Mm.451814
1441325_at	Mm.21649
1441326_at	Mm.13787
1441327_a_at	Mm.426670
1441328_at	Mm.404218
1441329_at	Mm.6219
1441330_at	Mm.95700
1441331_at	---
1441332_at	---
1441333_at	---
1441334_at	Mm.438333
1441335_at	Mm.212464
1441336_at	Mm.78965
1441337_at	Mm.23477
1441338_at	---
1441339_at	Mm.100615
1441340_at	Mm.260314
1441341_at	Mm.320363
1441342_at	Mm.1151
1441343_at	Mm.394735
1441344_at	Mm.279865
1441345_at	---
1441346_at	---
1441347_at	---
1441348_at	Mm.460572
1441349_at	---
1441350_at	Mm.4947
1441351_at	---
1441352_at	---
1441353_at	Mm.333881
1441354_at	---
1441355_at	---
1441356_at	Mm.39424
1441357_at	Mm.220710
1441358_at	Mm.197441
1441359_at	Mm.25181
1441360_at	---
1441361_at	Mm.153039
1441362_at	Mm.443628
1441363_at	Mm.208683
1441364_at	---
1441365_at	Mm.332919
1441366_at	---
1441367_a_at	Mm.458117
1441368_at	Mm.383900
1441369_at	---
1441370_at	Mm.458305
1441371_at	Mm.444029
1441372_at	---
1441373_at	---
1441374_at	---
1441375_at	---
1441376_at	Mm.371666
1441377_at	Mm.441340
1441378_at	---
1441379_at	---
1441380_at	Mm.52526
1441381_at	---
1441382_at	Mm.336070
1441383_at	---
1441384_at	Mm.29221
1441385_at	Mm.20323
1441386_at	Mm.455296
1441387_at	---
1441388_at	Mm.65393
1441389_at	Mm.459018
1441390_at	Mm.391036
1441391_at	---
1441392_at	Mm.146562
1441393_at	Mm.460621
1441394_at	---
1441395_at	---
1441396_at	Mm.226435
1441397_at	---
1441398_at	---
1441399_at	---
1441400_at	Mm.294985
1441401_at	---
1441402_at	Mm.227925
1441403_at	---
1441404_at	---
1441405_at	---
1441406_at	Mm.346733
1441407_at	---
1441408_at	---
1441409_at	Mm.440762
1441410_at	---
1441411_at	Mm.57734
1441412_s_at	Mm.189351
1441413_at	---
1441414_at	Mm.320785
1441415_at	Mm.445184
1441416_at	Mm.324468
1441417_at	Mm.2863
1441418_at	---
1441419_at	Mm.459265
1441420_at	Mm.214530
1441421_at	---
1441422_at	Mm.44591
1441423_at	Mm.439998
1441424_at	Mm.438446
1441425_at	Mm.436248
1441426_at	---
1441427_at	Mm.337851
1441428_at	Mm.398658
1441429_at	Mm.261591
1441430_at	Mm.397724
1441431_at	Mm.472725
1441432_at	---
1441433_at	---
1441434_at	Mm.384626
1441435_at	---
1441436_at	Mm.34365
1441437_at	---
1441438_at	Mm.440025
1441439_at	Mm.313662
1441440_at	Mm.277366
1441441_at	Mm.211712
1441442_at	---
1441443_at	---
1441444_at	Mm.205224
1441445_at	Mm.121361
1441446_at	---
1441447_at	Mm.209896
1441448_at	Mm.341243
1441449_at	Mm.142655
1441450_s_at	Mm.142655
1441451_at	Mm.426127
1441452_at	Mm.30198
1441453_at	---
1441454_at	Mm.471766
1441455_at	---
1441456_at	Mm.389325
1441457_at	---
1441458_at	Mm.290655
1441459_at	Mm.461867
1441460_at	Mm.447368
1441461_at	---
1441462_at	Mm.341423
1441463_at	---
1441464_at	---
1441465_at	Mm.358731
1441466_at	Mm.210352
1441467_at	Mm.417274
1441468_at	---
1441469_at	Mm.341423
1441470_at	Mm.138090
1441471_at	Mm.426483
1441472_at	---
1441473_at	Mm.145321
1441474_at	---
1441475_at	---
1441476_at	Mm.4132
1441477_at	Mm.392075
1441478_at	Mm.160389
1441479_at	---
1441480_at	---
1441481_at	Mm.23242
1441482_at	---
1441483_at	Mm.336081
1441484_at	---
1441485_at	Mm.212290
1441486_at	Mm.357792
1441487_at	Mm.44876
1441488_at	Mm.84843
1441489_at	---
1441490_at	Mm.310476
1441491_at	---
1441492_at	Mm.446916
1441493_at	Mm.288860
1441494_at	---
1441495_at	Mm.234821
1441496_at	Mm.35168
1441497_at	Mm.380381
1441498_at	---
1441499_at	Mm.121569
1441500_at	---
1441501_at	Mm.240490
1441502_at	---
1441503_at	Mm.284719
1441504_at	Mm.295940
1441505_at	---
1441506_at	Mm.56769
1441507_at	Mm.123110
1441508_at	---
1441509_at	---
1441510_at	Mm.253876
1441511_at	Mm.119462
1441512_at	---
1441513_at	Mm.244393
1441514_at	Mm.447178
1441515_at	Mm.460400
1441516_a_at	Mm.440271
1441517_at	Mm.442031
1441518_at	Mm.151218
1441519_at	Mm.4691
1441520_at	Mm.168523
1441521_at	---
1441522_at	Mm.368890
1441523_at	Mm.255596
1441524_at	---
1441525_at	Mm.347509
1441526_at	---
1441527_at	---
1441528_at	Mm.132006
1441529_at	---
1441530_at	---
1441531_at	Mm.38009
1441532_at	Mm.59178
1441533_at	Mm.184028
1441534_at	---
1441535_at	Mm.288898
1441536_at	Mm.61526
1441537_at	---
1441538_at	---
1441539_at	---
1441540_at	Mm.297903
1441541_at	Mm.443151
1441542_at	---
1441543_at	---
1441544_at	---
1441545_at	Mm.25181
1441546_at	---
1441547_at	---
1441548_at	Mm.27789
1441549_at	Mm.217222
1441550_at	---
1441551_at	Mm.259767
1441552_at	Mm.213248
1441553_at	Mm.32959
1441554_at	Mm.84007
1441555_at	Mm.449516
1441556_at	Mm.435449
1441557_at	Mm.137966
1441558_at	---
1441559_at	Mm.390999
1441560_at	Mm.444692
1441561_at	Mm.214746
1441562_at	---
1441563_at	Mm.338605
1441564_at	Mm.399476
1441565_at	Mm.326577
1441566_at	Mm.384100
1441567_at	---
1441568_at	Mm.46455
1441569_at	Mm.188028
1441570_at	Mm.434307
1441571_at	Mm.458646
1441572_at	Mm.167882
1441573_at	Mm.427014
1441574_at	Mm.446378
1441575_at	---
1441576_at	---
1441577_at	---
1441578_at	Mm.294908
1441579_at	Mm.130167
1441580_at	---
1441581_at	Mm.207071
1441582_at	---
1441583_at	Mm.459006
1441584_at	---
1441585_at	Mm.292075
1441586_at	---
1441587_at	Mm.379458
1441588_at	---
1441589_at	Mm.450604
1441590_at	Mm.69472
1441591_at	---
1441592_at	Mm.440483
1441593_at	---
1441594_at	---
1441595_at	---
1441596_at	---
1441597_at	Mm.446373
1441598_at	Mm.245154
1441599_at	Mm.169893
1441600_at	---
1441601_at	---
1441602_at	Mm.348004
1441603_at	Mm.211411
1441604_at	Mm.38055
1441605_at	---
1441606_at	Mm.403782
1441607_at	---
1441608_at	Mm.159842
1441609_at	Mm.11055
1441610_at	Mm.240965
1441611_at	Mm.386789
1441612_at	Mm.446171
1441613_at	---
1441614_at	---
1441615_at	Mm.29914
1441616_at	---
1441617_at	Mm.208970
1441618_at	Mm.229287
1441619_at	Mm.347644
1441620_at	---
1441621_at	Mm.187190
1441622_at	---
1441623_at	Mm.371841
1441624_at	Mm.211096
1441625_at	Mm.233996
1441626_at	---
1441627_at	Mm.417058
1441628_at	Mm.442331
1441629_at	---
1441630_at	Mm.270487
1441631_at	Mm.3935
1441632_at	---
1441633_at	Mm.241484
1441634_at	Mm.39262
1441635_at	---
1441636_at	Mm.102072
1441637_at	---
1441638_at	---
1441639_at	Mm.279427
1441640_at	Mm.442904
1441641_at	---
1441642_at	Mm.447820
1441643_at	Mm.312623
1441644_at	---
1441645_s_at	Mm.271642
1441646_at	Mm.227983
1441647_at	Mm.440236
1441648_at	Mm.258993
1441649_at	Mm.453003
1441650_at	Mm.217350
1441651_at	---
1441652_at	Mm.473803
1441653_at	Mm.473728
1441654_at	---
1441655_at	Mm.380214
1441656_at	---
1441657_at	Mm.446971
1441658_at	Mm.399905
1441659_at	Mm.151308
1441660_at	Mm.259045
1441661_at	---
1441662_at	Mm.215544
1441663_at	Mm.452763
1441664_at	---
1441665_at	Mm.331142
1441666_at	Mm.385453
1441667_s_at	Mm.234274
1441668_at	---
1441669_at	Mm.274646
1441670_at	Mm.447549
1441671_at	Mm.449936
1441672_at	---
1441673_at	---
1441674_at	---
1441675_at	---
1441676_at	Mm.309526
1441677_at	Mm.448551
1441678_at	---
1441679_at	---
1441680_at	Mm.412795
1441681_at	Mm.25042
1441682_s_at	Mm.25042
1441683_at	---
1441684_at	Mm.213408
1441685_at	Mm.277501
1441686_at	Mm.446604
1441687_at	Mm.20355
1441688_at	---
1441689_at	Mm.255398
1441690_at	Mm.441131
1441691_at	Mm.417935
1441692_at	---
1441693_at	Mm.442129
1441694_at	Mm.126248
1441695_at	Mm.442340
1441696_at	---
1441697_at	Mm.51116
1441698_at	---
1441699_at	Mm.30455
1441700_at	Mm.209856
1441701_at	---
1441702_at	---
1441703_at	Mm.432113
1441704_at	---
1441705_at	---
1441706_at	Mm.325499
1441707_at	Mm.296338
1441708_at	Mm.440554
1441709_at	Mm.234608
1441710_at	Mm.369673
1441711_at	---
1441712_at	Mm.59393
1441713_at	Mm.37341
1441714_at	Mm.412623
1441715_at	---
1441716_at	Mm.152761
1441717_at	---
1441718_at	Mm.404885
1441719_at	Mm.384404
1441720_at	---
1441721_at	Mm.374128
1441722_at	---
1441723_at	Mm.385362
1441724_at	Mm.42135
1441725_at	Mm.471653
1441726_at	---
1441727_s_at	Mm.2464
1441728_at	Mm.439704
1441729_at	Mm.39825
1441730_at	---
1441731_at	Mm.384194
1441732_at	---
1441733_s_at	Mm.255398
1441734_at	Mm.131530
1441735_at	Mm.189403
1441736_at	---
1441737_s_at	Mm.12091
1441738_at	---
1441739_at	Mm.449343
1441740_at	Mm.463475
1441741_at	Mm.413074
1441742_at	Mm.44465
1441743_at	Mm.1371
1441744_at	---
1441745_at	Mm.444162
1441746_at	---
1441747_at	Mm.386414
1441748_at	Mm.463496
1441749_at	---
1441750_x_at	---
1441751_at	---
1441752_at	Mm.263514
1441753_at	Mm.275811
1441754_at	---
1441755_at	Mm.40843
1441756_at	Mm.450255
1441757_at	Mm.5935
1441758_at	Mm.261491
1441759_at	---
1441760_at	Mm.302596
1441761_at	Mm.7601
1441762_at	Mm.254329
1441763_at	Mm.386789
1441764_at	Mm.335039
1441765_at	---
1441766_at	Mm.297272
1441767_at	Mm.207298
1441768_at	---
1441769_at	---
1441770_at	Mm.202337
1441771_at	Mm.473382
1441772_at	Mm.290884
1441773_at	---
1441774_at	Mm.426592
1441775_at	Mm.450772
1441776_at	Mm.174368
1441777_at	Mm.391473
1441778_at	Mm.3407
1441779_at	---
1441780_at	Mm.385194
1441781_at	---
1441782_at	Mm.221038
1441783_at	---
1441784_at	Mm.207108
1441785_at	Mm.351764
1441786_at	Mm.84339
1441787_at	Mm.295686
1441788_s_at	Mm.291062
1441789_at	---
