ProbeID	TargetID
A_51_P291460	AK033118
A_52_P1099681	AK033120
A_51_P267098	AK033125
A_52_P255261	AK033131
A_51_P381373	AK033138
A_52_P698886	AK033143
A_52_P59683	AK033154
A_51_P445028	AK033155
A_51_P420774	AK033160
A_51_P396417	AK033162
A_52_P770765	AK033165
A_52_P1060287	AK033168
A_52_P287532	AK033175
A_52_P172453	AK033182
A_51_P205350	AK033185
A_52_P32662	AK033187
A_52_P915307	AK033194
A_52_P84037	AK033206
A_52_P620176	AK033207
A_52_P322474	AK033210
A_51_P136058	AK033221
A_51_P306789	AK033222
A_52_P502332	AK033222
A_52_P883277	AK033226
A_51_P323358	AK033234
A_52_P263386	AK033239
A_52_P931388	AK033242
A_52_P110650	AK033250
A_51_P384700	AK033252
A_51_P473179	AK033254
A_51_P465679	AK033256
A_51_P102319	AK033257
A_51_P497502	AK033258
A_51_P501209	AK033260
A_51_P452525	AK033266
A_51_P257824	AK033267
A_51_P504956	AK033273
A_52_P421815	AK033274
A_52_P923083	AK033275
A_52_P121135	AK033284
A_52_P121131	AK033284
A_52_P684535	AK033292
A_52_P1043690	AK033297
A_51_P104274	AK033298
A_52_P843070	AK033302
A_52_P672437	AK033305
A_52_P343787	AK033305
A_51_P267114	AK033311
A_52_P883343	AK033312
A_52_P209852	AK033318
A_52_P190878	AK033329
A_51_P390785	AK033340
A_51_P285651	AK033341
A_52_P266312	AK033346
A_51_P366413	AK033346
A_52_P1044206	AK033348
A_52_P1011632	AK033351
A_51_P107752	AK033357
A_52_P389723	AK033359
A_51_P199772	AK033361
A_52_P628162	AK033364
A_52_P810735	AK033365
A_51_P175354	AK033366
A_52_P763309	AK033367
A_51_P429681	AK033397
A_52_P550226	AK033406
A_52_P88916	AK033408
A_51_P463303	AK033409
A_52_P255188	AK033426
A_52_P88934	AK033428
A_52_P175190	AK033431
A_52_P128044	AK033432
A_52_P134455	AK033436
A_52_P196531	AK033447
A_51_P506835	AK033449
A_52_P214624	AK033450
A_52_P1075593	AK033456
A_52_P859365	AK033458
A_52_P1051628	AK033468
A_52_P324882	AK033474
A_52_P222981	AK033485
A_52_P867144	AK033492
A_51_P218444	AK033493
A_52_P486234	AK033497
A_52_P309012	AK033502
A_52_P188099	AK033507
A_52_P418901	AK033517
A_52_P560996	AK033525
A_52_P1188123	AK033527
A_51_P395370	AK033531
A_51_P196760	AK033538
A_52_P515407	AK033538
A_52_P754773	AK033546
A_51_P204286	AK033552
A_51_P350294	AK033564
A_52_P563694	AK033568
A_52_P1075692	AK033575
A_52_P770634	AK033595
A_51_P329770	AK033596
A_52_P386682	AK033609
A_52_P584106	AK033611
A_52_P70088	AK033612
A_52_P826923	AK033617
A_52_P225700	AK033622
A_52_P8391	AK033629
A_52_P868419	AK033632
A_51_P127215	AK033655
A_52_P1147595	AK033690
A_52_P1187681	AK033695
A_51_P449580	AK033703
A_51_P181785	AK033727
A_52_P217690	AK033731
A_51_P502872	AK033738
A_51_P380330	AK033743
A_52_P644232	AK033744
A_51_P299795	AK033746
A_52_P1115528	AK033751
A_51_P327890	AK033757
A_51_P431558	AK033771
A_52_P491253	AK033774
A_51_P204318	AK033775
A_52_P1043545	AK033777
A_51_P269793	AK033780
A_51_P183693	AK033789
A_52_P330245	AK033795
A_52_P429580	AK033799
A_51_P112518	AK033800
A_52_P153154	AK033816
A_51_P483366	AK033817
A_52_P551184	AK033818
A_52_P504719	AK033818
A_51_P434689	AK033827
A_52_P244463	AK033828
A_52_P282430	AK033828
A_51_P511386	AK033830
A_51_P385981	AK033839
A_52_P818828	AK033846
A_52_P995519	AK033847
A_52_P170173	AK033854
A_52_P1195836	AK033859
A_52_P1123509	AK033876
A_52_P1075724	AK033886
A_52_P577223	AK033888
A_52_P48976	AK033890
A_52_P1051731	AK033894
A_51_P494605	AK033900
A_52_P444618	AK033901
A_52_P306236	AK033903
A_52_P518202	AK033905
A_52_P311651	AK033917
A_52_P995861	AK033925
A_52_P1123560	AK033926
A_51_P335413	AK033930
A_51_P509499	AK033933
A_52_P343298	AK033939
A_52_P471482	AK033940
A_52_P1092157	AK033945
A_51_P314788	AK033949
A_51_P306446	AK033958
A_52_P397786	AK033959
A_52_P671700	AK033963
A_51_P384113	AK033963
A_52_P810881	AK033971
A_52_P544274	AK033989
A_52_P134914	AK033990
A_52_P314417	AK033995
A_52_P373292	AK034004
A_52_P1028074	AK034006
A_52_P14526	AK034007
A_52_P180152	AK034016
A_52_P14371	AK034018
A_51_P236185	AK034021
A_52_P373335	AK034024
A_52_P196232	AK034025
A_52_P738798	AK034047
A_52_P1116115	AK034051
A_52_P562641	AK034055
A_52_P778774	AK034056
A_52_P138919	AK034060
A_52_P43423	AK034063
A_52_P260709	AK034069
A_52_P1147740	AK034071
A_52_P513196	AK034073
A_52_P526417	AK034079
A_52_P388001	AK034081
A_52_P235995	AK034089
A_52_P188215	AK034089
A_51_P275451	AK034098
A_52_P102432	AK034104
A_52_P778714	AK034116
A_52_P311618	AK034117
A_52_P365480	AK034121
A_51_P103179	AK034126
A_51_P303587	AK034127
A_52_P1179834	AK034129
A_52_P472553	AK034134
A_51_P518462	AK034138
A_51_P209921	AK034141
A_51_P280065	AK034142
A_52_P547696	AK034143
A_52_P604164	AK034145
A_52_P655120	AK034147
A_51_P136928	AK034148
A_52_P292965	AK034149
A_52_P172131	AK034150
A_51_P139392	AK034152
A_51_P481528	AK034156
A_52_P802823	AK034161
A_52_P528339	AK034169
A_52_P1141631	AK034176
A_52_P1156219	AK034178
A_52_P370715	AK034179
A_52_P875299	AK034190
A_52_P202044	AK034200
A_51_P268748	AK034202
A_52_P443073	AK034215
A_51_P196889	AK034218
A_51_P309259	AK034233
A_51_P116343	AK034238
A_52_P995564	AK034241
A_52_P180210	AK034242
A_51_P264267	AK034248
A_52_P467398	AK034249
A_52_P1107623	AK034258
A_51_P494725	AK034263
A_52_P1059788	AK034267
A_52_P1043894	AK034268
A_51_P312956	AK034271
A_51_P199778	AK034273
A_52_P349162	AK034275
A_51_P386046	AK034280
A_52_P1139661	AK034281
A_52_P690909	AK034283
A_52_P443133	AK034289
A_52_P408220	AK034290
A_52_P295491	AK034299
A_51_P223078	AK034302
A_52_P417945	AK034303
A_52_P311976	AK034303
A_52_P469877	AK034304
A_52_P1027837	AK034309
A_52_P1067724	AK034311
A_51_P243709	AK034313
A_52_P1163837	AK034314
A_52_P1091891	AK034316
A_52_P762822	AK034317
A_52_P448829	AK034318
A_51_P348503	AK034319
A_52_P194867	AK034320
A_51_P106968	AK034327
A_52_P1188028	AK034330
A_51_P518081	AK034331
A_52_P480309	AK034331
A_52_P1187859	AK034336
A_52_P242213	AK034340
A_52_P1084099	AK034352
A_52_P883283	AK034355
A_51_P266128	AK034373
A_51_P294251	AK034378
A_52_P1083688	AK034379
A_52_P715292	AK034384
A_52_P158782	AK034390
A_52_P1131977	AK034392
A_51_P125714	AK034394
A_52_P40704	AK034401
A_52_P987826	AK034409
A_52_P562040	AK034417
A_52_P279508	AK034425
A_52_P166846	AK034426
A_52_P684748	AK034427
A_51_P187550	AK034441
A_52_P907272	AK034452
A_52_P62497	AK034459
A_52_P714905	AK034470
A_52_P1115842	AK034481
A_52_P24662	AK034486
A_52_P177562	AK034489
A_52_P1027776	AK034495
A_51_P247175	AK034498
A_52_P450965	AK034502
A_51_P237281	AK034502
A_51_P474094	AK034505
A_52_P770712	AK034506
A_52_P185579	AK034510
A_51_P429152	AK034523
A_52_P477857	AK034546
A_52_P54106	AK034547
A_52_P979844	AK034548
A_51_P266155	AK034552
A_52_P228478	AK034558
A_52_P373504	AK034560
A_52_P676589	AK034561
A_52_P557212	AK034565
A_52_P300856	AK034570
A_52_P54169	AK034574
A_52_P1099697	AK034595
A_51_P455353	AK034599
A_52_P196442	AK034600
A_52_P1195858	AK034604
A_51_P131380	AK034606
A_51_P416822	AK034610
A_52_P212334	AK034614
A_52_P907202	AK034629
A_52_P899307	AK034630
A_52_P113100	AK034635
A_52_P843016	AK034640
A_52_P137261	AK034641
A_52_P164473	AK034644
A_52_P1019811	AK034647
A_52_P51805	AK034651
A_51_P449706	AK034659
A_52_P105130	AK034660
A_51_P344810	AK034668
A_52_P606754	AK034700
A_52_P528936	AK034715
A_52_P635105	AK034716
A_52_P45080	AK034724
A_52_P883263	AK034726
A_51_P509627	AK034743
A_51_P290556	AK034747
A_52_P571805	AK034750
A_52_P70479	AK034754
A_52_P239381	AK034763
A_51_P363617	AK034767
A_52_P939146	AK034770
A_52_P622877	AK034780
A_52_P1052048	AK034785
A_52_P923073	AK034786
A_52_P115883	AK034791
A_52_P282494	AK034793
A_52_P1067704	AK034802
A_51_P500300	AK034805
A_52_P1196187	AK034829
A_52_P1188085	AK034847
A_52_P1139691	AK034849
A_52_P457123	AK034854
A_52_P397909	AK034854
A_52_P980022	AK034862
A_51_P373589	AK034869
A_52_P244030	AK034874
A_52_P1148248	AK034886
A_52_P545003	AK034892
A_51_P365992	AK034894
A_52_P368021	AK034897
A_52_P1059706	AK034901
A_51_P328054	AK034908
A_51_P311192	AK034913
A_52_P445755	AK034915
A_51_P461015	AK034917
A_52_P21887	AK034918
A_52_P1131567	AK034921
A_52_P707482	AK034922
A_52_P164105	AK034923
A_52_P1123636	AK034924
A_52_P341468	AK034926
A_52_P714817	AK034929
A_52_P835149	AK034934
A_52_P129183	AK034937
A_52_P408245	AK034946
A_52_P867257	AK034950
A_52_P547730	AK034962
A_51_P477917	AK034968
A_52_P1075903	AK034972
A_52_P1083611	AK034974
A_51_P133310	AK034975
A_52_P963368	AK034976
A_52_P406021	AK034984
A_52_P148254	AK034984
A_52_P987539	AK034986
A_52_P357298	AK034988
A_52_P1075985	AK034992
A_51_P335559	AK034993
A_52_P979465	AK034994
A_52_P1091593	AK035003
A_52_P747103	AK035013
A_51_P472049	AK035015
A_52_P1155746	AK035017
A_52_P883706	AK035020
A_51_P444158	AK035023
A_51_P253195	AK035031
A_51_P399300	AK035032
A_52_P520906	AK035033
A_52_P240842	AK035035
A_51_P108923	AK035046
A_52_P625975	AK035049
A_52_P118495	AK035049
A_52_P1155733	AK035063
A_52_P1195769	AK035064
A_52_P1067763	AK035065
A_52_P995613	AK035075
A_51_P133169	AK035077
A_52_P381348	AK035080
A_52_P129401	AK035083
A_52_P156273	AK035094
A_51_P502203	AK035099
A_52_P349216	AK035116
A_51_P294346	AK035117
A_51_P221308	AK035121
A_52_P207436	AK035122
A_52_P811152	AK035130
A_51_P358042	AK035139
A_52_P746802	AK035143
A_52_P899396	AK035148
A_51_P386149	AK035162
A_52_P373357	AK035164
A_52_P492882	AK035172
A_52_P182979	AK035173
A_52_P182987	AK035173
A_52_P400163	AK035175
A_51_P341137	AK035176
A_51_P491035	AK035180
A_51_P367025	AK035181
A_51_P317286	AK035182
A_52_P1180111	AK035183
A_52_P190931	AK035186
A_52_P1035822	AK035189
A_51_P174471	AK035193
A_52_P915241	AK035198
A_52_P459219	AK035199
A_52_P730733	AK035203
A_52_P201984	AK035206
A_52_P1108235	AK035208
A_52_P510169	AK035210
A_52_P351905	AK035213
A_52_P923151	AK035214
A_52_P1115637	AK035232
A_52_P364120	AK035239
A_52_P381562	AK035243
A_52_P440729	AK035245
A_51_P328108	AK035249
A_52_P1180390	AK035254
A_52_P647260	AK035258
A_52_P699185	AK035263
A_51_P197038	AK035265
A_52_P963388	AK035276
A_52_P113126	AK035288
A_52_P298237	AK035292
A_51_P195622	AK035302
A_51_P208217	AK035306
A_52_P706912	AK035307
A_52_P338459	AK035316
A_51_P120233	AK035327
A_52_P647102	AK035333
A_52_P1003643	AK035335
A_52_P282200	AK035336
A_51_P484718	AK035336
A_52_P802785	AK035337
A_52_P778750	AK035338
A_52_P557229	AK035339
A_52_P427628	AK035346
A_51_P343031	AK035359
A_52_P746780	AK035362
A_52_P875265	AK035370
A_51_P492940	AK035376
A_52_P367983	AK035378
A_52_P835086	AK035381
A_51_P444210	AK035382
A_51_P249471	AK035387
A_52_P1148065	AK035394
A_52_P615051	AK035396
A_52_P191135	AK035400
A_52_P1180199	AK035404
A_52_P1067790	AK035407
A_52_P779137	AK035412
A_52_P1059771	AK035413
A_51_P267796	AK035414
A_52_P70235	AK035426
A_52_P379037	AK035438
A_52_P987592	AK035444
A_52_P314353	AK035447
A_52_P738953	AK035454
A_51_P191433	AK035458
A_52_P1147868	AK035470
A_52_P600448	AK035476
A_51_P418081	AK035477
A_51_P271857	AK035482
A_52_P601829	AK035485
A_52_P75046	AK035496
A_52_P802967	AK035497
A_52_P518305	AK035513
A_52_P60773	AK035515
A_52_P1019763	AK035520
A_52_P156083	AK035522
A_52_P177865	AK035525
A_52_P260924	AK035528
A_51_P225105	AK035536
A_52_P19519	AK035546
A_51_P301906	AK035553
A_52_P622966	AK035555
A_52_P38109	AK035563
A_51_P330021	AK035567
A_52_P843243	AK035575
A_52_P1195866	AK035577
A_51_P255132	AK035579
A_52_P341178	AK035584
A_52_P739149	AK035599
A_52_P196373	AK035603
A_52_P770923	AK035605
A_52_P1051802	AK035606
A_51_P303791	AK035610
A_52_P1140218	AK035611
A_52_P552092	AK035614
A_51_P373871	AK035617
A_52_P97133	AK035619
A_52_P1100120	AK035621
A_51_P453587	AK035623
A_51_P262571	AK035636
A_51_P433037	AK035641
A_52_P145433	AK035645
A_52_P176983	AK035647
A_51_P411045	AK035647
A_52_P1083818	AK035648
A_51_P166365	AK035649
A_52_P453903	AK035651
A_51_P296975	AK035659
A_52_P657825	AK035670
A_52_P1051947	AK035671
A_52_P141384	AK035674
A_51_P356241	AK035675
A_51_P388092	AK035678
A_52_P365412	AK035685
A_52_P771318	AK035694
A_52_P324656	AK035700
A_52_P555537	AK035703
A_51_P412526	AK035704
A_52_P1083753	AK035709
A_51_P253270	AK035714
A_52_P13921	AK035716
A_51_P248031	AK035722
A_52_P714957	AK035727
A_51_P468629	AK035729
A_52_P1172165	AK035730
A_52_P327700	AK035738
A_52_P590756	AK035739
A_51_P131514	AK035745
A_52_P843634	AK035747
A_52_P663267	AK035749
A_52_P142761	AK035750
A_52_P1187863	AK035753
A_51_P268863	AK035758
A_52_P491693	AK035760
A_52_P445843	AK035763
A_52_P419019	AK035785
A_52_P488683	AK035797
A_52_P714908	AK035799
A_52_P276848	AK035801
A_51_P376838	AK035802
A_52_P655167	AK035805
A_52_P1011843	AK035808
A_52_P244895	AK035813
A_52_P684889	AK035823
A_52_P633719	AK035829
A_52_P400234	AK035833
A_52_P762966	AK035834
A_52_P421972	AK035840
A_52_P394994	AK035842
A_51_P390755	AK035845
A_52_P228794	AK035848
A_52_P706985	AK035855
A_52_P1075768	AK035857
A_52_P398941	AK035860
A_52_P354617	AK035873
A_51_P256035	AK035884
A_52_P810919	AK035888
A_52_P915608	AK035903
A_52_P311625	AK035904
A_52_P325555	AK035915
A_52_P586812	AK035921
A_51_P255940	AK035925
A_52_P478174	AK035927
A_51_P267159	AK035942
A_52_P400721	AK035942
A_52_P335768	AK035943
A_51_P287698	AK035950
A_51_P458140	AK035952
A_52_P378818	AK035954
A_52_P609509	AK035955
A_52_P507808	AK035956
A_52_P370727	AK035964
A_51_P158462	AK035967
A_52_P38403	AK035969
A_51_P481563	AK035983
A_52_P762853	AK035984
A_52_P123944	AK035985
A_52_P496846	AK035992
A_52_P738970	AK035994
A_51_P364503	AK036001
A_51_P500044	AK036010
A_52_P362649	AK036011
A_52_P1179878	AK036012
A_52_P1155870	AK036015
A_51_P319562	AK036018
A_51_P372013	AK036023
A_52_P1171983	AK036024
A_52_P747012	AK036026
A_52_P56876	AK036030
A_51_P469423	AK036031
A_52_P134621	AK036033
A_52_P378736	AK036034
A_51_P109798	AK036057
A_52_P802990	AK036061
A_51_P113550	AK036070
A_52_P167148	AK036072
A_52_P1180010	AK036074
A_52_P268802	AK036075
A_52_P61339	AK036089
A_52_P610	AK036096
A_52_P24668	AK036099
A_52_P899412	AK036104
A_52_P598827	AK036105
A_52_P67570	AK036108
A_52_P754895	AK036119
A_52_P77068	AK036122
A_51_P298991	AK036131
A_52_P432658	AK036133
A_52_P1084199	AK036139
A_52_P1019844	AK036140
A_51_P160353	AK036142
A_52_P220739	AK036150
A_52_P534319	AK036154
A_52_P663296	AK036159
A_51_P338295	AK036163
A_52_P166860	AK036170
A_52_P674087	AK036172
A_51_P313944	AK036173
A_52_P947394	AK036178
A_52_P520986	AK036179
A_52_P835283	AK036185
A_52_P652446	AK036186
A_52_P633643	AK036192
A_52_P835159	AK036201
A_52_P644692	AK036209
A_52_P90101	AK036209
A_52_P35477	AK036217
A_52_P59544	AK036220
A_52_P518507	AK036221
A_52_P209799	AK036222
A_52_P747251	AK036223
A_52_P175099	AK036230
A_52_P786882	AK036235
A_51_P471312	AK036239
A_52_P464592	AK036242
A_51_P446914	AK036244
A_52_P322336	AK036246
A_51_P252243	AK036251
A_52_P215343	AK036255
A_51_P398303	AK036256
A_52_P314289	AK036263
A_52_P843282	AK036268
A_52_P464524	AK036274
A_52_P518233	AK036277
A_52_P795158	AK036287
A_52_P923173	AK036292
A_52_P763332	AK036293
A_52_P287576	AK036308
A_52_P384209	AK036310
A_51_P325217	AK036311
A_52_P738992	AK036314
A_52_P537647	AK036317
A_51_P336446	AK036326
A_51_P364529	AK036339
A_52_P293157	AK036352
A_52_P1132019	AK036362
A_52_P448559	AK036364
A_51_P454441	AK036369
A_52_P43456	AK036381
A_51_P210963	AK036382
A_52_P14103	AK036386
A_52_P512877	AK036397
A_51_P308394	AK036399
A_52_P770957	AK036400
A_52_P534612	AK036415
A_52_P78650	AK036419
A_52_P649864	AK036426
A_52_P582746	AK036437
A_52_P585696	AK036448
A_52_P169696	AK036466
A_51_P169793	AK036472
A_52_P62403	AK036475
A_52_P851171	AK036477
A_51_P115905	AK036480
A_51_P381421	AK036484
A_51_P392701	AK036490
A_52_P907457	AK036500
A_52_P462049	AK036501
A_52_P86384	AK036508
A_52_P83704	AK036518
A_52_P349232	AK036520
A_52_P268895	AK036524
A_51_P469476	AK036529
A_52_P73021	AK036533
A_52_P691096	AK036535
A_51_P400228	AK036537
A_52_P585339	AK036546
A_52_P679412	AK036552
A_52_P303817	AK036554
A_51_P132349	AK036564
A_51_P408123	AK036565
A_52_P142496	AK036565
A_52_P24696	AK036567
A_52_P550375	AK036570
A_52_P277160	AK036573
A_52_P502155	AK036573
A_51_P407709	AK036584
A_52_P185876	AK036590
A_52_P44111	AK036594
A_52_P1115737	AK036595
A_52_P915268	AK036601
A_52_P987601	AK036610
A_52_P210011	AK036614
A_52_P51821	AK036620
A_52_P158997	AK036622
A_52_P163882	AK036628
A_52_P679273	AK036632
A_52_P907763	AK036634
A_51_P257789	AK036636
A_52_P628355	AK036642
A_52_P459236	AK036644
A_52_P1116149	AK036645
A_52_P682315	AK036657
A_52_P723349	AK036681
A_52_P262930	AK036683
A_52_P598862	AK036683
A_51_P297140	AK036684
A_52_P279557	AK036684
A_52_P1187915	AK036708
A_52_P531838	AK036716
A_52_P472660	AK036718
A_52_P867427	AK036726
A_52_P528963	AK036728
A_51_P488230	AK036733
A_52_P684813	AK036738
A_52_P483339	AK036738
A_52_P625748	AK036742
A_52_P467221	AK036755
A_52_P166888	AK036757
A_52_P574685	AK036758
A_51_P516219	AK036773
A_52_P939770	AK036777
A_52_P979548	AK036787
A_51_P272735	AK036791
A_51_P373970	AK036798
A_52_P250161	AK036800
A_51_P104255	AK036806
A_51_P107998	AK036809
A_52_P510202	AK036813
A_51_P207275	AK036825
A_52_P32733	AK036827
A_52_P534342	AK036849
A_52_P124137	AK036852
A_52_P115950	AK036853
A_51_P405855	AK036857
A_51_P308419	AK036860
A_52_P413840	AK036862
A_52_P563860	AK036870
A_52_P859368	AK036874
A_52_P714920	AK036875
A_52_P1083712	AK036887
A_51_P323418	AK036907
A_52_P971782	AK036911
A_52_P225822	AK036914
A_52_P402847	AK036916
A_52_P1075773	AK036921
A_52_P787196	AK036942
A_51_P460107	AK036946
A_52_P1011717	AK036949
A_52_P496761	AK036957
A_52_P606849	AK036961
A_52_P1043739	AK036971
A_52_P1131821	AK036972
A_52_P448822	AK036977
A_52_P198998	AK036984
A_52_P319825	AK036987
A_52_P513099	AK036998
A_52_P1099932	AK037005
A_52_P617672	AK037007
A_52_P51548	AK037015
A_52_P260468	AK037032
A_51_P207301	AK037047
A_51_P377741	AK037048
A_52_P787372	AK037050
A_51_P329503	AK037051
A_52_P1075623	AK037052
A_51_P235403	AK037055
A_51_P329053	AK037061
A_52_P676461	AK037065
A_51_P360865	AK037068
A_52_P588189	AK037072
A_51_P267211	AK037075
A_51_P385237	AK037078
A_52_P327582	AK037080
A_51_P197965	AK037086
A_52_P239616	AK037089
A_52_P333222	AK037089
A_52_P574497	AK037095
A_52_P1092121	AK037096
A_52_P638903	AK037098
A_52_P1163677	AK037099
A_51_P424603	AK037102
A_52_P48727	AK037107
A_51_P233553	AK037117
A_52_P150654	AK037118
A_51_P379633	AK037123
A_51_P359002	AK037125
A_52_P625552	AK037139
A_51_P338392	AK037143
A_52_P209578	AK037147
A_52_P259497	AK037158
A_52_P123772	AK037161
A_52_P641641	AK037168
A_52_P177473	AK037171
A_52_P963811	AK037186
A_52_P931635	AK037194
A_52_P684497	AK037205
A_52_P32561	AK037212
A_52_P37980	AK037216
A_52_P617467	AK037220
A_52_P590661	AK037231
A_52_P1043559	AK037236
A_52_P609614	AK037255
A_51_P454529	AK037256
A_52_P209748	AK037266
A_51_P332837	AK037267
A_52_P883511	AK037270
A_52_P134830	AK037281
A_52_P1091821	AK037288
A_52_P1147785	AK037291
A_51_P295335	AK037292
A_52_P12831	AK037298
A_52_P698754	AK037311
A_52_P1147919	AK037312
A_52_P1171681	AK037313
A_52_P175073	AK037317
A_52_P963700	AK037319
A_52_P268813	AK037320
A_52_P590859	AK037323
A_51_P128686	AK037326
A_52_P1004175	AK037327
A_52_P987766	AK037330
A_52_P730813	AK037332
A_51_P293482	AK037334
A_52_P429845	AK037341
A_52_P802856	AK037343
A_52_P1011872	AK037345
A_52_P891875	AK037353
A_52_P480620	AK037357
A_51_P154882	AK037359
A_51_P450764	AK037367
A_52_P722664	AK037371
A_52_P373673	AK037372
A_52_P633742	AK037373
A_51_P162366	AK037375
A_52_P73111	AK037376
A_52_P639170	AK037377
A_52_P1028125	AK037378
A_51_P263496	AK037381
A_52_P1179888	AK037386
A_52_P843130	AK037393
A_52_P923713	AK037394
A_51_P211088	AK037397
A_52_P891666	AK037402
A_52_P250167	AK037411
A_51_P482683	AK037413
A_52_P558554	AK037420
A_52_P236837	AK037422
A_52_P285100	AK037425
A_52_P883639	AK037426
A_52_P690756	AK037428
A_52_P1139509	AK037434
A_52_P284873	AK037437
A_52_P996165	AK037439
A_51_P325889	AK037440
A_52_P1155986	AK037441
A_51_P169908	AK037442
A_52_P875343	AK037446
A_51_P381540	AK037448
A_52_P1131944	AK037456
A_52_P834965	AK037460
A_52_P349540	AK037465
A_52_P1140111	AK037466
A_51_P437774	AK037469
A_51_P469595	AK037470
A_52_P201775	AK037472
A_52_P851490	AK037474
A_52_P1083868	AK037475
A_52_P429690	AK037477
A_51_P257972	AK037480
A_52_P351231	AK037485
A_52_P1052304	AK037495
A_52_P504996	AK037501
A_52_P1180378	AK037503
A_51_P488333	AK037504
A_52_P987882	AK037506
A_52_P1068094	AK037508
A_52_P64907	AK037514
A_51_P154913	AK037524
A_52_P472749	AK037528
A_52_P14085	AK037532
A_52_P359257	AK037533
A_52_P630838	AK037540
A_52_P1156108	AK037544
A_52_P827571	AK037545
A_52_P988136	AK037547
A_52_P456695	AK037553
A_52_P50623	AK037554
A_52_P72929	AK037556
A_52_P778866	AK037557
A_52_P378838	AK037559
A_52_P550684	AK037565
A_52_P612499	AK037569
A_51_P413477	AK037570
A_52_P582814	AK037574
A_52_P161795	AK037578
A_52_P715191	AK037579
A_52_P1060328	AK037583
A_52_P1123858	AK037589
A_51_P353452	AK037592
A_52_P518257	AK037594
A_51_P218612	AK037599
A_51_P194345	AK037603
A_52_P1107894	AK037618
A_52_P915792	AK037619
A_52_P96151	AK037620
A_51_P118603	AK037620
A_52_P250152	AK037629
A_52_P1020291	AK037633
A_52_P1076033	AK037635
A_52_P1100307	AK037636
A_51_P437802	AK037643
A_52_P722921	AK037648
A_52_P311636	AK037651
A_51_P465858	AK037653
A_51_P477114	AK037656
A_51_P493961	AK037667
A_52_P671534	AK037669
A_52_P556049	AK037675
A_52_P389553	AK037676
A_52_P1012249	AK037684
A_51_P265420	AK037690
A_52_P663492	AK037691
A_52_P1012065	AK037698
A_51_P366595	AK037700
A_52_P867354	AK037708
A_52_P185797	AK037713
A_52_P835376	AK037715
A_52_P628340	AK037718
A_52_P362651	AK037724
A_51_P402252	AK037731
A_52_P867393	AK037732
A_52_P566548	AK037738
A_52_P215249	AK037746
A_52_P253557	AK037747
A_51_P190591	AK037756
A_52_P84015	AK037762
A_52_P811454	AK037765
A_52_P636629	AK037771
A_52_P1140256	AK037779
A_52_P891648	AK037783
A_52_P40777	AK037784
A_52_P99992	AK037786
A_52_P843410	AK037788
A_52_P443471	AK037792
A_52_P373392	AK037794
A_51_P214896	AK037799
A_52_P739119	AK037802
A_51_P417257	AK037804
A_51_P344062	AK037814
A_51_P149391	AK037815
A_52_P278489	AK037817
A_52_P158639	AK037821
A_52_P802899	AK037826
A_52_P288371	AK037828
A_52_P931444	AK037830
A_51_P502674	AK037833
A_51_P396635	AK037839
A_51_P465888	AK037854
A_51_P497710	AK037859
A_52_P995657	AK037863
A_51_P113769	AK037868
A_51_P456486	AK037870
A_52_P472725	AK037872
A_52_P1180166	AK037873
A_52_P787402	AK037888
A_52_P1003937	AK037893
A_52_P448736	AK037905
A_51_P147493	AK037912
A_51_P272897	AK037916
A_52_P1148030	AK037919
A_52_P394875	AK037920
A_52_P137331	AK037934
A_51_P235534	AK037939
A_52_P644248	AK037944
A_51_P215995	AK037945
A_52_P663005	AK037945
A_52_P931239	AK037947
A_52_P899685	AK037956
A_52_P349263	AK037958
A_52_P835421	AK037961
A_52_P459538	AK037967
A_52_P939541	AK037972
A_52_P1131953	AK037994
A_51_P351598	AK037999
A_52_P875385	AK038010
A_52_P413684	AK038013
A_52_P558502	AK038014
A_52_P739002	AK038018
A_52_P987919	AK038022
A_52_P612222	AK038026
A_51_P437857	AK038029
A_52_P494405	AK038030
A_51_P271091	AK038031
A_52_P867561	AK038032
A_52_P707512	AK038033
A_52_P24722	AK038044
A_51_P229946	AK038045
A_52_P690983	AK038046
A_52_P891860	AK038048
A_51_P302974	AK038051
A_52_P236758	AK038052
A_52_P1108272	AK038054
A_51_P233707	AK038056
A_51_P209291	AK038057
A_52_P1131985	AK038070
A_51_P407922	AK038075
A_52_P421779	AK038076
A_51_P359153	AK038077
A_52_P1100061	AK038083
A_51_P196269	AK038096
A_51_P345966	AK038109
A_51_P439738	AK038114
A_52_P223446	AK038116
A_52_P24884	AK038125
A_51_P252442	AK038130
A_52_P1172018	AK038131
A_52_P16694	AK038135
A_52_P239269	AK038137
A_52_P699109	AK038145
A_52_P357609	AK038147
A_52_P225856	AK038150
A_52_P652293	AK038152
A_52_P378911	AK038153
A_51_P349459	AK038154
A_52_P201730	AK038155
A_52_P201892	AK038160
A_52_P166961	AK038161
A_52_P1172401	AK038162
A_51_P389147	AK038166
A_51_P514553	AK038173
A_52_P83733	AK038175
A_52_P955639	AK038179
A_52_P456799	AK038181
A_52_P633856	AK038183
A_51_P271094	AK038190
A_52_P1036309	AK038193
A_52_P1044027	AK038195
A_51_P317391	AK038197
A_52_P875878	AK038199
A_52_P859333	AK038213
A_52_P408558	AK038216
A_52_P620564	AK038220
A_52_P290122	AK038220
A_51_P478486	AK038226
A_51_P320626	AK038228
A_52_P510062	AK038230
A_52_P258266	AK038230
